Taegu Pyungkwang River Catchment: Calibration Data

Subcatchment : Extracted study basin: cat-11499

TL =     7.01
SUMAC =     1.00
SZQ =       0.13339
Subcatchment routing data:
Maximum Routing Delay       0.69444
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial BAL             -0.26794
Initial SBAR             0.26594
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
1 0.0000e+00 6.1900e-05 3.2800e-05 0.0000e+00 3.2800e-05 2.6597e-01 0.0000e+00
2 0.0000e+00 6.4700e-05 3.2766e-05 0.0000e+00 3.2766e-05 2.6600e-01 0.0000e+00
3 1.0000e-03 6.1900e-05 3.2733e-05 0.0000e+00 3.2733e-05 2.6604e-01 0.0000e+00
4 1.0000e-03 5.6000e-05 3.2699e-05 0.0000e+00 3.2699e-05 2.6607e-01 0.0000e+00
5 1.0000e-03 4.5700e-05 3.2666e-05 6.2874e-05 3.2666e-05 2.6604e-01 0.0000e+00
6 5.0000e-04 3.2300e-05 3.2697e-05 9.2639e-05 3.2697e-05 2.6598e-01 0.0000e+00
7 5.0000e-04 1.5600e-05 3.2758e-05 1.2149e-04 3.2758e-05 2.6589e-01 0.0000e+00
8 0.0000e+00 0.0000e+00 3.2849e-05 1.0936e-04 3.2849e-05 2.6581e-01 0.0000e+00
9 5.0000e-04 0.0000e+00 3.2928e-05 1.3981e-04 3.2928e-05 2.6571e-01 0.0000e+00
10 5.0000e-04 0.0000e+00 3.3038e-05 1.6790e-04 3.3038e-05 2.6557e-01 0.0000e+00
11 0.0000e+00 0.0000e+00 3.3177e-05 1.5212e-04 3.3177e-05 2.6545e-01 0.0000e+00
12 0.0000e+00 0.0000e+00 3.3301e-05 1.3926e-04 3.3301e-05 2.6535e-01 0.0000e+00
13 1.0000e-03 0.0000e+00 3.3411e-05 2.1069e-04 3.3411e-05 2.6517e-01 0.0000e+00
14 5.0000e-04 0.0000e+00 3.3597e-05 2.3171e-04 3.3597e-05 2.6497e-01 0.0000e+00
15 5.0000e-04 0.0000e+00 3.3806e-05 2.5203e-04 3.3806e-05 2.6475e-01 0.0000e+00
16 1.0000e-03 0.0000e+00 3.4037e-05 3.1243e-04 3.4037e-05 2.6448e-01 0.0000e+00
17 0.0000e+00 0.0000e+00 3.4334e-05 2.8320e-04 3.4334e-05 2.6423e-01 0.0000e+00
18 0.0000e+00 0.0000e+00 3.4602e-05 2.5947e-04 3.4602e-05 2.6400e-01 0.0000e+00
19 0.0000e+00 0.0000e+00 3.4847e-05 2.3843e-04 3.4847e-05 2.6380e-01 0.0000e+00
20 0.0000e+00 0.0000e+00 3.5069e-05 2.1944e-04 3.5069e-05 2.6361e-01 0.0000e+00
21 0.0000e+00 1.8000e-05 3.5272e-05 2.0216e-04 3.5272e-05 2.6345e-01 0.0000e+00
22 0.0000e+00 3.4800e-05 3.5456e-05 1.8637e-04 3.5456e-05 2.6330e-01 0.0000e+00
23 0.0000e+00 4.9200e-05 3.5624e-05 1.7190e-04 3.5624e-05 2.6316e-01 0.0000e+00
24 3.0000e-03 6.0200e-05 3.6546e-05 4.0068e-04 3.5776e-05 2.6280e-01 7.7039e-07
25 2.0000e-03 6.6600e-05 3.6668e-05 5.2099e-04 3.6186e-05 2.6231e-01 4.8202e-07
26 5.5000e-03 6.9600e-05 3.9154e-05 9.2494e-04 3.6738e-05 2.6142e-01 2.4155e-06
27 6.0000e-03 6.6600e-05 4.0654e-05 1.3290e-03 3.7772e-05 2.6013e-01 2.8822e-06
28 1.0000e-03 6.0200e-05 3.9781e-05 1.2770e-03 3.9328e-05 2.5889e-01 4.5363e-07
29 2.5000e-03 4.9200e-05 4.2064e-05 1.3737e-03 4.0879e-05 2.5756e-01 1.1857e-06
30 0.0000e+00 3.4800e-05 4.2617e-05 1.2521e-03 4.2617e-05 2.5635e-01 0.0000e+00
31 0.0000e+00 1.6800e-05 4.4259e-05 1.1500e-03 4.4259e-05 2.5525e-01 0.0000e+00
32 1.0000e-03 0.0000e+00 4.6252e-05 1.1365e-03 4.5815e-05 2.5416e-01 4.3704e-07
33 5.0000e-04 0.0000e+00 4.7646e-05 1.0859e-03 4.7403e-05 2.5312e-01 2.4300e-07
34 0.0000e+00 0.0000e+00 4.8967e-05 9.9696e-04 4.8967e-05 2.5217e-01 0.0000e+00
35 0.0000e+00 0.0000e+00 5.0439e-05 9.1762e-04 5.0439e-05 2.5130e-01 0.0000e+00
36 0.0000e+00 0.0000e+00 5.1825e-05 8.4494e-04 5.1825e-05 2.5051e-01 0.0000e+00
37 0.0000e+00 0.0000e+00 5.3125e-05 7.7813e-04 5.3125e-05 2.4978e-01 0.0000e+00
38 0.0000e+00 0.0000e+00 5.4343e-05 7.1662e-04 5.4343e-05 2.4912e-01 0.0000e+00
39 0.0000e+00 0.0000e+00 5.5479e-05 6.5995e-04 5.5479e-05 2.4852e-01 0.0000e+00
40 0.0000e+00 0.0000e+00 5.6537e-05 6.0773e-04 5.6537e-05 2.4797e-01 0.0000e+00
41 0.0000e+00 0.0000e+00 5.7519e-05 5.5961e-04 5.7519e-05 2.4746e-01 0.0000e+00
42 0.0000e+00 0.0000e+00 5.8429e-05 5.1527e-04 5.8429e-05 2.4701e-01 0.0000e+00
43 0.0000e+00 0.0000e+00 5.9269e-05 4.7442e-04 5.9269e-05 2.4659e-01 0.0000e+00
44 0.0000e+00 0.0000e+00 6.0043e-05 4.3679e-04 6.0043e-05 2.4621e-01 0.0000e+00
45 0.0000e+00 3.3800e-05 6.0754e-05 4.0214e-04 6.0754e-05 2.4587e-01 0.0000e+00
46 1.0000e-03 6.5200e-05 6.3190e-05 4.5815e-04 6.1406e-05 2.4548e-01 1.7843e-06
47 0.0000e+00 9.2300e-05 6.2172e-05 4.1542e-04 6.2172e-05 2.4512e-01 0.0000e+00
48 5.0000e-04 1.1300e-04 6.3494e-05 4.1253e-04 6.2862e-05 2.4477e-01 6.3273e-07
49 0.0000e+00 1.2500e-04 6.3552e-05 3.7672e-04 6.3552e-05 2.4446e-01 0.0000e+00
50 1.0000e-03 1.3050e-04 6.5585e-05 4.1590e-04 6.4177e-05 2.4411e-01 1.4077e-06
51 2.5000e-03 1.2500e-04 6.9263e-05 5.9482e-04 6.4887e-05 2.4358e-01 4.3759e-06
52 3.0000e-03 1.1300e-04 7.1280e-05 7.9453e-04 6.5970e-05 2.4285e-01 5.3094e-06
53 2.5000e-03 9.2300e-05 7.1898e-05 9.2837e-04 6.7489e-05 2.4199e-01 4.4082e-06
54 3.0000e-03 6.5200e-05 7.4700e-05 1.1024e-03 6.9330e-05 2.4096e-01 5.3698e-06
55 2.5000e-03 3.1600e-05 7.6101e-05 1.2155e-03 7.1605e-05 2.3981e-01 4.4965e-06
56 2.0000e-03 0.0000e+00 7.7846e-05 1.2790e-03 7.4210e-05 2.3861e-01 3.6351e-06
57 1.0000e-03 0.0000e+00 7.8904e-05 1.2497e-03 7.7058e-05 2.3743e-01 1.8467e-06
58 1.0000e-03 0.0000e+00 8.2233e-05 1.2291e-03 7.9934e-05 2.3629e-01 2.2987e-06
59 0.0000e+00 0.0000e+00 8.2857e-05 1.1176e-03 8.2857e-05 2.3525e-01 0.0000e+00
60 5.0000e-04 0.0000e+00 8.7305e-05 1.0689e-03 8.5580e-05 2.3427e-01 1.7254e-06
