Taegu Pyungkwang River Catchment: Calibration Data

Subcatchment : Extracted study basin: cat-11319

TL =     7.34
SUMAC =     1.00
SZQ =       0.09641
Subcatchment routing data:
Maximum Routing Delay       0.69444
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial BAL             -0.25755
Initial SBAR             0.25555
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
1 0.0000e+00 6.1900e-05 3.2800e-05 0.0000e+00 3.2800e-05 2.5558e-01 0.0000e+00
2 0.0000e+00 6.4700e-05 3.2766e-05 0.0000e+00 3.2766e-05 2.5562e-01 0.0000e+00
3 1.0000e-03 6.1900e-05 3.2733e-05 0.0000e+00 3.2733e-05 2.5565e-01 0.0000e+00
4 1.0000e-03 5.6000e-05 3.2699e-05 0.0000e+00 3.2699e-05 2.5568e-01 0.0000e+00
5 1.0000e-03 4.5700e-05 3.8533e-05 6.9960e-05 3.2666e-05 2.5564e-01 5.8669e-06
6 5.0000e-04 3.2300e-05 3.6201e-05 9.9500e-05 3.2704e-05 2.5558e-01 3.4967e-06
7 5.0000e-04 1.5600e-05 3.6372e-05 1.2900e-04 3.2772e-05 2.5548e-01 3.5999e-06
8 0.0000e+00 0.0000e+00 3.2871e-05 1.1282e-04 3.2871e-05 2.5540e-01 0.0000e+00
9 5.0000e-04 0.0000e+00 3.6682e-05 1.4625e-04 3.2953e-05 2.5529e-01 3.7284e-06
10 5.0000e-04 0.0000e+00 3.6919e-05 1.7509e-04 3.3070e-05 2.5515e-01 3.8485e-06
11 0.0000e+00 0.0000e+00 3.3217e-05 1.5490e-04 3.3217e-05 2.5502e-01 0.0000e+00
12 0.0000e+00 0.0000e+00 3.3344e-05 1.4032e-04 3.3344e-05 2.5492e-01 0.0000e+00
13 1.0000e-03 0.0000e+00 4.1153e-05 2.1995e-04 3.3456e-05 2.5473e-01 7.6970e-06
14 5.0000e-04 0.0000e+00 3.7500e-05 2.3888e-04 3.3651e-05 2.5452e-01 3.8485e-06
15 5.0000e-04 0.0000e+00 3.7716e-05 2.5894e-04 3.3868e-05 2.5430e-01 3.8485e-06
16 1.0000e-03 0.0000e+00 4.1804e-05 3.2379e-04 3.4107e-05 2.5401e-01 7.6970e-06
17 0.0000e+00 0.0000e+00 3.4417e-05 2.8642e-04 3.4417e-05 2.5376e-01 0.0000e+00
18 0.0000e+00 0.0000e+00 3.4689e-05 2.5982e-04 3.4689e-05 2.5353e-01 0.0000e+00
19 0.0000e+00 0.0000e+00 3.4934e-05 2.3680e-04 3.4934e-05 2.5333e-01 0.0000e+00
20 0.0000e+00 0.0000e+00 3.5155e-05 2.1638e-04 3.5155e-05 2.5315e-01 0.0000e+00
21 0.0000e+00 1.8000e-05 3.5355e-05 1.9808e-04 3.5355e-05 2.5299e-01 0.0000e+00
22 0.0000e+00 3.4800e-05 3.5535e-05 1.8157e-04 3.5535e-05 2.5284e-01 0.0000e+00
23 0.0000e+00 4.9200e-05 3.5697e-05 1.6662e-04 3.5697e-05 2.5271e-01 0.0000e+00
24 3.0000e-03 6.0200e-05 5.8150e-05 4.2415e-04 3.5844e-05 2.5232e-01 2.2306e-05
25 2.0000e-03 6.6600e-05 5.1212e-05 5.4493e-04 3.6281e-05 2.5181e-01 1.4931e-05
26 5.5000e-03 6.9600e-05 7.8683e-05 9.8841e-04 3.6863e-05 2.5086e-01 4.1821e-05
27 6.0000e-03 6.6600e-05 8.3621e-05 1.4132e-03 3.7975e-05 2.4949e-01 4.5646e-05
28 1.0000e-03 6.0200e-05 4.6827e-05 1.3188e-03 3.9643e-05 2.4821e-01 7.1844e-06
29 2.5000e-03 4.9200e-05 6.0039e-05 1.4204e-03 4.1259e-05 2.4683e-01 1.8779e-05
30 0.0000e+00 3.4800e-05 4.3077e-05 1.2676e-03 4.3077e-05 2.4560e-01 0.0000e+00
31 0.0000e+00 1.6800e-05 4.4757e-05 1.1535e-03 4.4757e-05 2.4449e-01 0.0000e+00
32 1.0000e-03 0.0000e+00 5.3035e-05 1.1407e-03 4.6335e-05 2.4340e-01 6.7003e-06
33 5.0000e-04 0.0000e+00 5.3832e-05 1.0796e-03 4.7947e-05 2.4237e-01 5.8849e-06
34 0.0000e+00 0.0000e+00 4.9518e-05 9.8263e-04 4.9518e-05 2.4144e-01 0.0000e+00
35 0.0000e+00 0.0000e+00 5.0983e-05 8.9792e-04 5.0983e-05 2.4059e-01 0.0000e+00
36 0.0000e+00 0.0000e+00 5.2350e-05 8.2150e-04 5.2350e-05 2.3982e-01 0.0000e+00
