Taegu Pyungkwang River Catchment: Calibration Data

Subcatchment : Extracted study basin: cat-11239

TL =     7.59
SUMAC =     1.00
SZQ =       0.07534
Subcatchment routing data:
Maximum Routing Delay       0.69444
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial BAL             -0.24966
Initial SBAR             0.24766
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
1 0.0000e+00 6.1900e-05 3.2800e-05 0.0000e+00 3.2800e-05 2.4769e-01 0.0000e+00
2 0.0000e+00 6.4700e-05 3.2766e-05 0.0000e+00 3.2766e-05 2.4773e-01 0.0000e+00
3 1.0000e-03 6.1900e-05 3.2733e-05 0.0000e+00 3.2733e-05 2.4776e-01 0.0000e+00
4 1.0000e-03 5.6000e-05 3.2699e-05 0.0000e+00 3.2699e-05 2.4779e-01 0.0000e+00
5 1.0000e-03 4.5700e-05 4.1271e-05 6.8574e-05 3.2666e-05 2.4776e-01 8.6054e-06
6 5.0000e-04 3.2300e-05 3.7832e-05 9.9621e-05 3.2703e-05 2.4769e-01 5.1289e-06
7 5.0000e-04 1.5600e-05 3.8051e-05 1.2977e-04 3.2771e-05 2.4759e-01 5.2802e-06
8 0.0000e+00 0.0000e+00 3.2871e-05 1.1497e-04 3.2871e-05 2.4751e-01 0.0000e+00
9 5.0000e-04 0.0000e+00 3.8424e-05 1.4734e-04 3.2955e-05 2.4740e-01 5.4688e-06
10 5.0000e-04 0.0000e+00 3.8718e-05 1.7644e-04 3.3073e-05 2.4725e-01 5.6449e-06
11 0.0000e+00 0.0000e+00 3.3222e-05 1.5756e-04 3.3222e-05 2.4713e-01 0.0000e+00
12 0.0000e+00 0.0000e+00 3.3351e-05 1.4267e-04 3.3351e-05 2.4702e-01 0.0000e+00
13 1.0000e-03 0.0000e+00 4.4755e-05 2.1999e-04 3.3465e-05 2.4683e-01 1.1290e-05
14 5.0000e-04 0.0000e+00 3.9306e-05 2.4073e-04 3.3661e-05 2.4662e-01 5.6449e-06
15 5.0000e-04 0.0000e+00 3.9524e-05 2.6119e-04 3.3879e-05 2.4640e-01 5.6449e-06
16 1.0000e-03 0.0000e+00 4.5411e-05 3.2529e-04 3.4121e-05 2.4611e-01 1.1290e-05
17 0.0000e+00 0.0000e+00 3.4433e-05 2.9066e-04 3.4433e-05 2.4585e-01 0.0000e+00
