Taegu Pyungkwang River Catchment: Calibration Data

Subcatchment : Extracted study basin: cat-1069

TL =     8.16
SUMAC =     1.00
SZQ =       0.04249
Subcatchment routing data:
Maximum Routing Delay       0.69444
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial BAL             -0.23133
Initial SBAR             0.22933
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
1 0.0000e+00 6.1900e-05 3.2800e-05 0.0000e+00 3.2800e-05 2.2937e-01 0.0000e+00
2 0.0000e+00 6.4700e-05 3.2766e-05 0.0000e+00 3.2766e-05 2.2940e-01 0.0000e+00
3 1.0000e-03 6.1900e-05 3.2733e-05 0.0000e+00 3.2733e-05 2.2943e-01 0.0000e+00
4 1.0000e-03 5.6000e-05 3.2699e-05 0.0000e+00 3.2699e-05 2.2946e-01 0.0000e+00
5 1.0000e-03 4.5700e-05 4.1079e-05 7.1675e-05 3.2666e-05 2.2943e-01 8.4126e-06
6 5.0000e-04 3.2300e-05 3.7720e-05 1.0451e-04 3.2706e-05 2.2935e-01 5.0140e-06
7 5.0000e-04 1.5600e-05 3.7941e-05 1.3630e-04 3.2779e-05 2.2925e-01 5.1619e-06
8 0.0000e+00 0.0000e+00 3.2886e-05 1.2102e-04 3.2886e-05 2.2916e-01 0.0000e+00
9 5.0000e-04 0.0000e+00 3.8322e-05 1.5471e-04 3.2976e-05 2.2904e-01 5.3462e-06
10 5.0000e-04 0.0000e+00 3.8620e-05 1.8507e-04 3.3102e-05 2.2889e-01 5.5184e-06
11 0.0000e+00 0.0000e+00 3.3259e-05 1.6524e-04 3.3259e-05 2.2876e-01 0.0000e+00
12 0.0000e+00 0.0000e+00 3.3397e-05 1.4931e-04 3.3397e-05 2.2864e-01 0.0000e+00
13 1.0000e-03 0.0000e+00 4.4555e-05 2.2968e-04 3.3518e-05 2.2844e-01 1.1037e-05
14 5.0000e-04 0.0000e+00 3.9243e-05 2.5129e-04 3.3724e-05 2.2823e-01 5.5184e-06
15 5.0000e-04 0.0000e+00 3.9473e-05 2.7253e-04 3.3954e-05 2.2799e-01 5.5184e-06
16 1.0000e-03 0.0000e+00 4.5245e-05 3.3931e-04 3.4208e-05 2.2768e-01 1.1037e-05
17 0.0000e+00 0.0000e+00 3.4536e-05 3.0294e-04 3.4536e-05 2.2741e-01 0.0000e+00
18 0.0000e+00 0.0000e+00 3.4827e-05 2.7400e-04 3.4827e-05 2.2718e-01 0.0000e+00
19 0.0000e+00 0.0000e+00 3.5088e-05 2.4826e-04 3.5088e-05 2.2696e-01 0.0000e+00
20 0.0000e+00 0.0000e+00 3.5323e-05 2.2523e-04 3.5323e-05 2.2677e-01 0.0000e+00
21 0.0000e+00 1.8000e-05 3.5533e-05 2.0454e-04 3.5533e-05 2.2660e-01 0.0000e+00
22 0.0000e+00 3.4800e-05 3.5721e-05 1.8591e-04 3.5721e-05 2.2645e-01 0.0000e+00
