,0
12219,0.04437700000000012
12079,0.051170999999999904
10529,0.05654799999999974
13719,0.07142699999999992
12169,0.07448400000000002
12049,0.07472899999999996
12229,0.07599099999999985
109,0.07669400000000007
11829,0.07677799999999992
13489,0.08259999999999988
11729,0.08394700000000016
11759,0.08581200000000008
13639,0.08867200000000004
11739,0.08987200000000012
12579,0.09003299999999999
10509,0.09058300000000004
12709,0.09320000000000006
12029,0.093375
10279,0.09567200000000009
12629,0.09580700000000002
12069,0.09759699999999993
10089,0.09918200000000015
11109,0.09986299999999995
10959,0.10126499999999998
12559,0.10268399999999994
12209,0.10335899999999998
10049,0.10391899999999989
13629,0.10516800000000001
13879,0.10668100000000004
13779,0.10718000000000004
1159,0.10777100000000005
10609,0.10861900000000005
10019,0.10950599999999998
13069,0.11013100000000002
13709,0.11058000000000005
12639,0.11181800000000003
12019,0.1119960000000001
12589,0.11215100000000008
11959,0.11272200000000006
12039,0.11291400000000003
13659,0.11329400000000006
12089,0.1135400000000001
12549,0.11356400000000005
12349,0.11366400000000007
12659,0.11391400000000007
11789,0.11397100000000004
13509,0.11409299999999993
10639,0.11425900000000004
12569,0.11438500000000014
11009,0.11551800000000013
10549,0.11561100000000005
12839,0.11627100000000008
12539,0.11652500000000011
13619,0.11686800000000015
12829,0.11691000000000001
11899,0.11702400000000003
13669,0.11711600000000015
13729,0.11720000000000008
12799,0.11728500000000011
10249,0.11750000000000009
12719,0.11754700000000005
10999,0.11764300000000014
13789,0.11796700000000013
11799,0.11817400000000017
11549,0.11827900000000002
12679,0.11832100000000015
13699,0.11842100000000015
10559,0.11873100000000009
13649,0.11876600000000012
10199,0.11882500000000006
12609,0.11890300000000006
10389,0.11950500000000007
11869,0.119506
12509,0.11968200000000007
12909,0.11982100000000011
13559,0.11995900000000019
12099,0.12008000000000012
13469,0.12011400000000012
12359,0.12040200000000006
11589,0.1208070000000001
12879,0.121008
11089,0.12141500000000005
13579,0.12145800000000022
12599,0.12162300000000013
13689,0.12162900000000017
10849,0.12204800000000007
13809,0.12226399999999996
12439,0.12229700000000006
11329,0.12245399999999995
12499,0.12270000000000005
12129,0.1227070000000001
10349,0.12273100000000005
13369,0.12287100000000004
10079,0.12291800000000008
