Taegu Pyungkwang River Catchment: Calibration Data

Subcatchment : Extracted study basin: cat-13559

TL =     8.66
SUMAC =     1.00
SZQ =       0.02584
Subcatchment routing data:
Maximum Routing Delay       0.69444
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial BAL             -0.21541
Initial SBAR             0.21341
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
1 0.0000e+00 6.1900e-05 3.2800e-05 0.0000e+00 3.2800e-05 2.1344e-01 0.0000e+00
2 0.0000e+00 6.4700e-05 3.2766e-05 0.0000e+00 3.2766e-05 2.1348e-01 0.0000e+00
3 1.0000e-03 6.1900e-05 3.2733e-05 0.0000e+00 3.2733e-05 2.1351e-01 0.0000e+00
4 1.0000e-03 5.6000e-05 3.2699e-05 0.0000e+00 3.2699e-05 2.1354e-01 0.0000e+00
5 1.0000e-03 4.5700e-05 4.4666e-05 8.7145e-05 3.2666e-05 2.1349e-01 1.2000e-05
6 5.0000e-04 3.2300e-05 3.9874e-05 1.1863e-04 3.2722e-05 2.1340e-01 7.1523e-06
7 5.0000e-04 1.5600e-05 4.0173e-05 1.5116e-04 3.2810e-05 2.1328e-01 7.3632e-06
8 0.0000e+00 0.0000e+00 3.2931e-05 1.2619e-04 3.2931e-05 2.1319e-01 0.0000e+00
9 5.0000e-04 0.0000e+00 4.0653e-05 1.6599e-04 3.3027e-05 2.1306e-01 7.6262e-06
10 5.0000e-04 0.0000e+00 4.1037e-05 1.9718e-04 3.3165e-05 2.1289e-01 7.8718e-06
11 0.0000e+00 0.0000e+00 3.3335e-05 1.6696e-04 3.3335e-05 2.1276e-01 0.0000e+00
12 0.0000e+00 0.0000e+00 3.3475e-05 1.4694e-04 3.3475e-05 2.1265e-01 0.0000e+00
13 1.0000e-03 0.0000e+00 4.9337e-05 2.4498e-04 3.3594e-05 2.1244e-01 1.5744e-05
14 5.0000e-04 0.0000e+00 4.1688e-05 2.6099e-04 3.3816e-05 2.1221e-01 7.8718e-06
15 5.0000e-04 0.0000e+00 4.1929e-05 2.8086e-04 3.4057e-05 2.1196e-01 7.8718e-06
