Taegu Pyungkwang River Catchment: Calibration Data

Subcatchment : Extracted study basin: cat-11029

TL =     8.49
SUMAC =     1.00
SZQ =       0.03056
Subcatchment routing data:
Maximum Routing Delay       0.69444
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial BAL             -0.22079
Initial SBAR             0.21879
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
1 0.0000e+00 6.1900e-05 3.2800e-05 0.0000e+00 3.2800e-05 2.1882e-01 0.0000e+00
2 0.0000e+00 6.4700e-05 3.2766e-05 0.0000e+00 3.2766e-05 2.1885e-01 0.0000e+00
3 1.0000e-03 6.1900e-05 3.2733e-05 0.0000e+00 3.2733e-05 2.1889e-01 0.0000e+00
4 1.0000e-03 5.6000e-05 3.2699e-05 0.0000e+00 3.2699e-05 2.1892e-01 0.0000e+00
5 1.0000e-03 4.5700e-05 3.8108e-05 7.9403e-05 3.2666e-05 2.1887e-01 5.4423e-06
6 5.0000e-04 3.2300e-05 3.5957e-05 1.1387e-04 3.2714e-05 2.1879e-01 3.2437e-06
7 5.0000e-04 1.5600e-05 3.6136e-05 1.4697e-04 3.2797e-05 2.1868e-01 3.3394e-06
8 0.0000e+00 0.0000e+00 3.2914e-05 1.2774e-04 3.2914e-05 2.1858e-01 0.0000e+00
9 5.0000e-04 0.0000e+00 3.6470e-05 1.6386e-04 3.3012e-05 2.1845e-01 3.4586e-06
10 5.0000e-04 0.0000e+00 3.6717e-05 1.9567e-04 3.3147e-05 2.1829e-01 3.5700e-06
11 0.0000e+00 0.0000e+00 3.3316e-05 1.7153e-04 3.3316e-05 2.1815e-01 0.0000e+00
12 0.0000e+00 0.0000e+00 3.3460e-05 1.5279e-04 3.3460e-05 2.1803e-01 0.0000e+00
13 1.0000e-03 0.0000e+00 4.0725e-05 2.4147e-04 3.3585e-05 2.1782e-01 7.1400e-06
14 5.0000e-04 0.0000e+00 3.7374e-05 2.6288e-04 3.3804e-05 2.1760e-01 3.5700e-06
15 5.0000e-04 0.0000e+00 3.7617e-05 2.8397e-04 3.4047e-05 2.1735e-01 3.5700e-06
16 1.0000e-03 0.0000e+00 4.1454e-05 3.5576e-04 3.4314e-05 2.1702e-01 7.1400e-06
17 0.0000e+00 0.0000e+00 3.4660e-05 3.1185e-04 3.4660e-05 2.1675e-01 0.0000e+00
18 0.0000e+00 0.0000e+00 3.4962e-05 2.7808e-04 3.4962e-05 2.1650e-01 0.0000e+00
19 0.0000e+00 0.0000e+00 3.5228e-05 2.4902e-04 3.5228e-05 2.1629e-01 0.0000e+00
20 0.0000e+00 0.0000e+00 3.5464e-05 2.2360e-04 3.5464e-05 2.1610e-01 0.0000e+00
21 0.0000e+00 1.8000e-05 3.5674e-05 2.0116e-04 3.5674e-05 2.1594e-01 0.0000e+00
22 0.0000e+00 3.4800e-05 3.5859e-05 1.8124e-04 3.5859e-05 2.1579e-01 0.0000e+00
23 0.0000e+00 4.9200e-05 3.6022e-05 1.6350e-04 3.6022e-05 2.1566e-01 0.0000e+00
24 3.0000e-03 6.0200e-05 5.6858e-05 4.5624e-04 3.6166e-05 2.1524e-01 2.0692e-05
25 2.0000e-03 6.6600e-05 5.0494e-05 5.9784e-04 3.6643e-05 2.1468e-01 1.3850e-05
26 5.5000e-03 6.9600e-05 7.6086e-05 1.1021e-03 3.7292e-05 2.1362e-01 3.8794e-05
27 6.0000e-03 6.6600e-05 8.4956e-05 1.5846e-03 3.8553e-05 2.1207e-01 4.6402e-05
28 1.0000e-03 6.0200e-05 4.7126e-05 1.4803e-03 4.0462e-05 2.1063e-01 6.6645e-06
