Taegu Pyungkwang River Catchment: Calibration Data

Subcatchment : Extracted study basin: cat-11939

TL =     9.05
SUMAC =     1.00
SZQ =       0.01736
Subcatchment routing data:
Maximum Routing Delay       0.69444
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial BAL             -0.20270
Initial SBAR             0.20070
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
1 0.0000e+00 6.1900e-05 3.2800e-05 0.0000e+00 3.2800e-05 2.0073e-01 0.0000e+00
2 0.0000e+00 6.4700e-05 3.2766e-05 0.0000e+00 3.2766e-05 2.0076e-01 0.0000e+00
3 1.0000e-03 6.1900e-05 3.2733e-05 0.0000e+00 3.2733e-05 2.0080e-01 0.0000e+00
4 1.0000e-03 5.6000e-05 3.2699e-05 0.0000e+00 3.2699e-05 2.0083e-01 0.0000e+00
5 1.0000e-03 4.5700e-05 4.2580e-05 8.4949e-05 3.2666e-05 2.0078e-01 9.9140e-06
6 5.0000e-04 3.2300e-05 3.8628e-05 1.2094e-04 3.2719e-05 2.0069e-01 5.9089e-06
7 5.0000e-04 1.5600e-05 3.8893e-05 1.5560e-04 3.2810e-05 2.0056e-01 6.0831e-06
8 0.0000e+00 0.0000e+00 3.2936e-05 1.3412e-04 3.2936e-05 2.0046e-01 0.0000e+00
9 5.0000e-04 0.0000e+00 3.9341e-05 1.7236e-04 3.3040e-05 2.0032e-01 6.3003e-06
10 5.0000e-04 0.0000e+00 3.9688e-05 2.0545e-04 3.3184e-05 2.0015e-01 6.5032e-06
11 0.0000e+00 0.0000e+00 3.3363e-05 1.7854e-04 3.3363e-05 2.0001e-01 0.0000e+00
12 0.0000e+00 0.0000e+00 3.3515e-05 1.5800e-04 3.3515e-05 1.9988e-01 0.0000e+00
13 1.0000e-03 0.0000e+00 4.6652e-05 2.5261e-04 3.3646e-05 1.9966e-01 1.3006e-05
14 5.0000e-04 0.0000e+00 4.0380e-05 2.7392e-04 3.3877e-05 1.9942e-01 6.5032e-06
15 5.0000e-04 0.0000e+00 4.0635e-05 2.9546e-04 3.4132e-05 1.9916e-01 6.5032e-06
16 1.0000e-03 0.0000e+00 4.7418e-05 3.7130e-04 3.4412e-05 1.9882e-01 1.3006e-05
17 0.0000e+00 0.0000e+00 3.4776e-05 3.2229e-04 3.4776e-05 1.9854e-01 0.0000e+00
18 0.0000e+00 0.0000e+00 3.5090e-05 2.8556e-04 3.5090e-05 1.9829e-01 0.0000e+00
19 0.0000e+00 0.0000e+00 3.5366e-05 2.5388e-04 3.5366e-05 1.9807e-01 0.0000e+00
20 0.0000e+00 0.0000e+00 3.5608e-05 2.2623e-04 3.5608e-05 1.9788e-01 0.0000e+00
21 0.0000e+00 1.8000e-05 3.5821e-05 2.0194e-04 3.5821e-05 1.9771e-01 0.0000e+00
22 0.0000e+00 3.4800e-05 3.6007e-05 1.8053e-04 3.6007e-05 1.9757e-01 0.0000e+00
23 0.0000e+00 4.9200e-05 3.6170e-05 1.6158e-04 3.6170e-05 1.9744e-01 0.0000e+00
24 3.0000e-03 6.0200e-05 7.4006e-05 4.7571e-04 3.6312e-05 1.9700e-01 3.7694e-05
25 2.0000e-03 6.6600e-05 6.2044e-05 6.2360e-04 3.6814e-05 1.9642e-01 2.5230e-05
26 5.5000e-03 6.9600e-05 1.1631e-04 1.1524e-03 3.7495e-05 1.9530e-01 7.8811e-05
27 6.0000e-03 6.6600e-05 1.2848e-04 1.6628e-03 3.8825e-05 1.9368e-01 8.9653e-05
28 1.0000e-03 6.0200e-05 5.5348e-05 1.5487e-03 4.0846e-05 1.9217e-01 1.4502e-05
29 2.5000e-03 4.9200e-05 8.0723e-05 1.6465e-03 4.2817e-05 1.9057e-01 3.7906e-05
30 0.0000e+00 3.4800e-05 4.5017e-05 1.4469e-03 4.5017e-05 1.8916e-01 0.0000e+00
31 0.0000e+00 1.6800e-05 4.7033e-05 1.2823e-03 4.7033e-05 1.8793e-01 0.0000e+00
32 1.0000e-03 0.0000e+00 6.2856e-05 1.2459e-03 4.8884e-05 1.8673e-01 1.3971e-05
33 5.0000e-04 0.0000e+00 5.8516e-05 1.1615e-03 5.0747e-05 1.8562e-01 7.7682e-06
34 0.0000e+00 0.0000e+00 5.2540e-05 1.0279e-03 5.2540e-05 1.8464e-01 0.0000e+00
35 0.0000e+00 0.0000e+00 5.4166e-05 9.1316e-04 5.4166e-05 1.8379e-01 0.0000e+00
36 0.0000e+00 0.0000e+00 5.5639e-05 8.1206e-04 5.5639e-05 1.8303e-01 0.0000e+00
37 0.0000e+00 0.0000e+00 5.6970e-05 7.2265e-04 5.6970e-05 1.8236e-01 0.0000e+00
38 0.0000e+00 0.0000e+00 5.8168e-05 6.4345e-04 5.8168e-05 1.8178e-01 0.0000e+00
39 0.0000e+00 0.0000e+00 5.9242e-05 5.7325e-04 5.9242e-05 1.8126e-01 0.0000e+00
40 0.0000e+00 0.0000e+00 6.0201e-05 5.1097e-04 6.0201e-05 1.8081e-01 0.0000e+00
41 0.0000e+00 0.0000e+00 6.1055e-05 4.5569e-04 6.1055e-05 1.8042e-01 0.0000e+00
42 0.0000e+00 0.0000e+00 6.1812e-05 4.0661e-04 6.1812e-05 1.8007e-01 0.0000e+00
43 0.0000e+00 0.0000e+00 6.2482e-05 3.6300e-04 6.2482e-05 1.7977e-01 0.0000e+00
44 0.0000e+00 0.0000e+00 6.3072e-05 3.2424e-04 6.3072e-05 1.7951e-01 0.0000e+00
45 0.0000e+00 3.3800e-05 6.3589e-05 2.8977e-04 6.3589e-05 1.7929e-01 0.0000e+00
46 1.0000e-03 6.5200e-05 8.0241e-05 3.8104e-04 6.4040e-05 1.7897e-01 1.6201e-05
47 0.0000e+00 9.2300e-05 6.4677e-05 3.2994e-04 6.4677e-05 1.7870e-01 0.0000e+00
48 5.0000e-04 1.1300e-04 7.1644e-05 3.3481e-04 6.5215e-05 1.7843e-01 6.4283e-06
49 0.0000e+00 1.2500e-04 6.5767e-05 2.9407e-04 6.5767e-05 1.7821e-01 0.0000e+00
50 1.0000e-03 1.3050e-04 8.0918e-05 3.5578e-04 6.6238e-05 1.7792e-01 1.4680e-05
51 2.5000e-03 1.2500e-04 1.1247e-04 6.0592e-04 6.6840e-05 1.7738e-01 4.5631e-05
52 3.0000e-03 1.1300e-04 1.2334e-04 8.7703e-04 6.7976e-05 1.7657e-01 5.5365e-05
53 2.5000e-03 9.2300e-05 1.1568e-04 1.0487e-03 6.9716e-05 1.7559e-01 4.5968e-05
54 3.0000e-03 6.5200e-05 1.2788e-04 1.2690e-03 7.1882e-05 1.7439e-01 5.5995e-05
55 2.5000e-03 3.1600e-05 1.2151e-04 1.4006e-03 7.4622e-05 1.7307e-01 4.6888e-05
56 2.0000e-03 0.0000e+00 1.1569e-04 1.4606e-03 7.7779e-05 1.7168e-01 3.7906e-05
57 1.0000e-03 0.0000e+00 1.0047e-04 1.3915e-03 8.1214e-05 1.7037e-01 1.9257e-05
58 1.0000e-03 0.0000e+00 1.0387e-04 1.3399e-03 8.4608e-05 1.6912e-01 1.9257e-05
59 0.0000e+00 0.0000e+00 8.7993e-05 1.1624e-03 8.7993e-05 1.6804e-01 0.0000e+00
60 5.0000e-04 0.0000e+00 1.0063e-04 1.0845e-03 9.0998e-05 1.6705e-01 9.6287e-06
61 5.0000e-04 0.0000e+00 1.0350e-04 1.0136e-03 9.3867e-05 1.6613e-01 9.6287e-06
62 0.0000e+00 0.0000e+00 9.6604e-05 8.8238e-04 9.6604e-05 1.6534e-01 0.0000e+00
63 0.0000e+00 0.0000e+00 9.9006e-05 7.7334e-04 9.9006e-05 1.6467e-01 0.0000e+00
64 0.0000e+00 0.0000e+00 1.0111e-04 6.7878e-04 1.0111e-04 1.6409e-01 0.0000e+00
65 0.0000e+00 0.0000e+00 1.0296e-04 5.9654e-04 1.0296e-04 1.6360e-01 0.0000e+00
66 0.0000e+00 0.0000e+00 1.0456e-04 5.2484e-04 1.0456e-04 1.6318e-01 0.0000e+00
67 0.0000e+00 0.0000e+00 1.0594e-04 4.6223e-04 1.0594e-04 1.6282e-01 0.0000e+00
68 0.0000e+00 0.0000e+00 1.0712e-04 4.0747e-04 1.0712e-04 1.6252e-01 0.0000e+00
69 0.0000e+00 4.1400e-05 1.0814e-04 3.5954e-04 1.0814e-04 1.6227e-01 0.0000e+00
70 0.0000e+00 7.9800e-05 1.0899e-04 3.1752e-04 1.0899e-04 1.6206e-01 0.0000e+00
71 0.0000e+00 1.1290e-04 1.0970e-04 2.8065e-04 1.0970e-04 1.6189e-01 0.0000e+00
72 0.0000e+00 1.3830e-04 1.1029e-04 2.4828e-04 1.1029e-04 1.6175e-01 0.0000e+00
73 0.0000e+00 1.5300e-04 1.1076e-04 2.1981e-04 1.1076e-04 1.6164e-01 0.0000e+00
74 0.0000e+00 1.5980e-04 1.1114e-04 1.9477e-04 1.1114e-04 1.6156e-01 0.0000e+00
75 0.0000e+00 1.5300e-04 1.1143e-04 1.7272e-04 1.1143e-04 1.6150e-01 0.0000e+00
76 0.0000e+00 1.3830e-04 1.1165e-04 1.5328e-04 1.1165e-04 1.6146e-01 0.0000e+00
77 0.0000e+00 1.1290e-04 1.1179e-04 1.3613e-04 1.1179e-04 1.6143e-01 0.0000e+00
78 0.0000e+00 7.9800e-05 1.1188e-04 1.2099e-04 1.1188e-04 1.6142e-01 0.0000e+00
79 0.0000e+00 3.8700e-05 1.1191e-04 1.0761e-04 1.1191e-04 1.6143e-01 0.0000e+00
80 0.0000e+00 0.0000e+00 1.1189e-04 9.5779e-05 1.1189e-04 1.6144e-01 0.0000e+00
81 0.0000e+00 0.0000e+00 1.1184e-04 8.5305e-05 1.1184e-04 1.6147e-01 0.0000e+00
82 0.0000e+00 0.0000e+00 1.1175e-04 7.6028e-05 1.1175e-04 1.6151e-01 0.0000e+00
83 0.0000e+00 0.0000e+00 1.1162e-04 6.7804e-05 1.1162e-04 1.6155e-01 0.0000e+00
84 0.0000e+00 0.0000e+00 1.1147e-04 6.0508e-05 1.1147e-04 1.6160e-01 0.0000e+00
85 0.0000e+00 0.0000e+00 1.1129e-04 5.4031e-05 1.1129e-04 1.6166e-01 0.0000e+00
86 0.0000e+00 0.0000e+00 1.1109e-04 4.8277e-05 1.1109e-04 1.6172e-01 0.0000e+00
87 0.0000e+00 0.0000e+00 1.1087e-04 4.3160e-05 1.1087e-04 1.6179e-01 0.0000e+00
