Taegu Pyungkwang River Catchment: Calibration Data

Subcatchment : Extracted study basin: cat-1149

TL =     9.37
SUMAC =     1.00
SZQ =       0.01267
Subcatchment routing data:
Maximum Routing Delay       0.69444
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial BAL             -0.19260
Initial SBAR             0.19060
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
1 0.0000e+00 6.1900e-05 3.2800e-05 0.0000e+00 3.2800e-05 1.9063e-01 0.0000e+00
2 0.0000e+00 6.4700e-05 3.2766e-05 0.0000e+00 3.2766e-05 1.9067e-01 0.0000e+00
3 1.0000e-03 6.1900e-05 3.2733e-05 0.0000e+00 3.2733e-05 1.9070e-01 0.0000e+00
4 1.0000e-03 5.6000e-05 3.2699e-05 0.0000e+00 3.2699e-05 1.9073e-01 0.0000e+00
5 1.0000e-03 4.5700e-05 4.2452e-05 9.3258e-05 3.2666e-05 1.9067e-01 9.7857e-06
6 5.0000e-04 3.2300e-05 3.8560e-05 1.2953e-04 3.2728e-05 1.9057e-01 5.8324e-06
7 5.0000e-04 1.5600e-05 3.8832e-05 1.6516e-04 3.2827e-05 1.9044e-01 6.0045e-06
8 0.0000e+00 0.0000e+00 3.2963e-05 1.3907e-04 3.2963e-05 1.9033e-01 0.0000e+00
9 5.0000e-04 0.0000e+00 3.9291e-05 1.8061e-04 3.3073e-05 1.9019e-01 6.2189e-06
10 5.0000e-04 0.0000e+00 3.9645e-05 2.1477e-04 3.3225e-05 1.9001e-01 6.4191e-06
11 0.0000e+00 0.0000e+00 3.3414e-05 1.8283e-04 3.3414e-05 1.8986e-01 0.0000e+00
12 0.0000e+00 0.0000e+00 3.3571e-05 1.6010e-04 3.3571e-05 1.8973e-01 0.0000e+00
13 1.0000e-03 0.0000e+00 4.6542e-05 2.6434e-04 3.3704e-05 1.8950e-01 1.2838e-05
14 5.0000e-04 0.0000e+00 4.0367e-05 2.8372e-04 3.3948e-05 1.8925e-01 6.4191e-06
15 5.0000e-04 0.0000e+00 4.0633e-05 3.0517e-04 3.4214e-05 1.8898e-01 6.4191e-06
16 1.0000e-03 0.0000e+00 4.9395e-05 3.8375e-04 3.4505e-05 1.8863e-01 1.4891e-05
17 0.0000e+00 0.0000e+00 3.4883e-05 3.2816e-04 3.4883e-05 1.8834e-01 0.0000e+00
18 0.0000e+00 0.0000e+00 3.5204e-05 2.8780e-04 3.5204e-05 1.8808e-01 0.0000e+00
19 0.0000e+00 0.0000e+00 3.5483e-05 2.5349e-04 3.5483e-05 1.8787e-01 0.0000e+00
20 0.0000e+00 0.0000e+00 3.5726e-05 2.2400e-04 3.5726e-05 1.8768e-01 0.0000e+00
21 0.0000e+00 1.8000e-05 3.5937e-05 1.9845e-04 3.5937e-05 1.8751e-01 0.0000e+00
22 0.0000e+00 3.4800e-05 3.6120e-05 1.7617e-04 3.6120e-05 1.8737e-01 0.0000e+00
23 0.0000e+00 4.9200e-05 3.6278e-05 1.5667e-04 3.6278e-05 1.8725e-01 0.0000e+00
24 3.0000e-03 6.0200e-05 8.4003e-05 4.9172e-04 3.6415e-05 1.8680e-01 4.7588e-05
25 2.0000e-03 6.6600e-05 6.8790e-05 6.4689e-04 3.6937e-05 1.8619e-01 3.1853e-05
