Taegu Pyungkwang River Catchment: Calibration Data

Subcatchment : Extracted study basin: cat-13879

TL =     6.79
SUMAC =     1.00
SZQ =       0.16776
Subcatchment routing data:
Maximum Routing Delay       0.69444
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial BAL             -0.27528
Initial SBAR             0.27328
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
1 0.0000e+00 6.1900e-05 3.2800e-05 0.0000e+00 3.2800e-05 2.7331e-01 0.0000e+00
2 0.0000e+00 6.4700e-05 3.2766e-05 0.0000e+00 3.2766e-05 2.7334e-01 0.0000e+00
3 1.0000e-03 6.1900e-05 3.2733e-05 0.0000e+00 3.2733e-05 2.7337e-01 0.0000e+00
4 1.0000e-03 5.6000e-05 3.2699e-05 0.0000e+00 3.2699e-05 2.7341e-01 0.0000e+00
5 1.0000e-03 4.5700e-05 3.9555e-05 6.1968e-05 3.2666e-05 2.7338e-01 6.8894e-06
6 5.0000e-04 3.2300e-05 3.6802e-05 8.9662e-05 3.2696e-05 2.7332e-01 4.1062e-06
7 5.0000e-04 1.5600e-05 3.6981e-05 1.1621e-04 3.2754e-05 2.7324e-01 4.2273e-06
8 0.0000e+00 0.0000e+00 3.2840e-05 1.0203e-04 3.2840e-05 2.7317e-01 0.0000e+00
9 5.0000e-04 0.0000e+00 3.7289e-05 1.3062e-04 3.2911e-05 2.7307e-01 4.3782e-06
10 5.0000e-04 0.0000e+00 3.7531e-05 1.5625e-04 3.3011e-05 2.7295e-01 4.5192e-06
11 0.0000e+00 0.0000e+00 3.3139e-05 1.3836e-04 3.3139e-05 2.7284e-01 0.0000e+00
12 0.0000e+00 0.0000e+00 3.3248e-05 1.2423e-04 3.3248e-05 2.7275e-01 0.0000e+00
13 1.0000e-03 0.0000e+00 4.2381e-05 1.9368e-04 3.3343e-05 2.7259e-01 9.0385e-06
14 5.0000e-04 0.0000e+00 3.8029e-05 2.1166e-04 3.3510e-05 2.7241e-01 4.5192e-06
15 5.0000e-04 0.0000e+00 3.8216e-05 2.2912e-04 3.3697e-05 2.7222e-01 4.5192e-06
16 1.0000e-03 0.0000e+00 4.2942e-05 2.8602e-04 3.3904e-05 2.7196e-01 9.0385e-06
17 0.0000e+00 0.0000e+00 3.4172e-05 2.5345e-04 3.4172e-05 2.7175e-01 0.0000e+00
18 0.0000e+00 0.0000e+00 3.4407e-05 2.2787e-04 3.4407e-05 2.7155e-01 0.0000e+00
19 0.0000e+00 0.0000e+00 3.4615e-05 2.0575e-04 3.4615e-05 2.7138e-01 0.0000e+00
20 0.0000e+00 0.0000e+00 3.4801e-05 1.8630e-04 3.4801e-05 2.7123e-01 0.0000e+00
21 0.0000e+00 1.8000e-05 3.4966e-05 1.6904e-04 3.4966e-05 2.7110e-01 0.0000e+00
22 0.0000e+00 3.4800e-05 3.5113e-05 1.5363e-04 3.5113e-05 2.7098e-01 0.0000e+00
23 0.0000e+00 4.9200e-05 3.5243e-05 1.3980e-04 3.5243e-05 2.7087e-01 0.0000e+00
24 3.0000e-03 6.0200e-05 6.1553e-05 3.6676e-04 3.5359e-05 2.7054e-01 2.6194e-05
25 2.0000e-03 6.6600e-05 5.3260e-05 4.7972e-04 3.5727e-05 2.7010e-01 1.7533e-05
26 5.5000e-03 6.9600e-05 8.5336e-05 8.7309e-04 3.6226e-05 2.6926e-01 4.9110e-05
27 6.0000e-03 6.6600e-05 9.0788e-05 1.2567e-03 3.7186e-05 2.6804e-01 5.3602e-05
28 1.0000e-03 6.0200e-05 4.7067e-05 1.1811e-03 3.8630e-05 2.6690e-01 8.4365e-06
29 2.5000e-03 4.9200e-05 6.2086e-05 1.2606e-03 4.0034e-05 2.6568e-01 2.2052e-05
30 0.0000e+00 3.4800e-05 4.1591e-05 1.1229e-03 4.1591e-05 2.6460e-01 0.0000e+00
31 0.0000e+00 1.6800e-05 4.3020e-05 1.0107e-03 4.3020e-05 2.6363e-01 0.0000e+00
32 1.0000e-03 0.0000e+00 5.2469e-05 9.9086e-04 4.4341e-05 2.6268e-01 8.1280e-06
33 5.0000e-04 0.0000e+00 5.0191e-05 9.3490e-04 4.5672e-05 2.6179e-01 4.5192e-06
34 0.0000e+00 0.0000e+00 4.6959e-05 8.4256e-04 4.6959e-05 2.6100e-01 0.0000e+00
35 0.0000e+00 0.0000e+00 4.8141e-05 7.6281e-04 4.8141e-05 2.6028e-01 0.0000e+00
36 0.0000e+00 0.0000e+00 4.9229e-05 6.9163e-04 4.9229e-05 2.5964e-01 0.0000e+00
37 0.0000e+00 0.0000e+00 5.0227e-05 6.2776e-04 5.0227e-05 2.5906e-01 0.0000e+00
38 0.0000e+00 0.0000e+00 5.1142e-05 5.7026e-04 5.1142e-05 2.5854e-01 0.0000e+00
39 0.0000e+00 0.0000e+00 5.1978e-05 5.1839e-04 5.1978e-05 2.5808e-01 0.0000e+00
40 0.0000e+00 0.0000e+00 5.2741e-05 4.7151e-04 5.2741e-05 2.5766e-01 0.0000e+00
41 0.0000e+00 0.0000e+00 5.3436e-05 4.2909e-04 5.3436e-05 2.5728e-01 0.0000e+00
42 0.0000e+00 0.0000e+00 5.4067e-05 3.9067e-04 5.4067e-05 2.5695e-01 0.0000e+00
