Taegu Pyungkwang River Catchment: Calibration Data

Subcatchment : Extracted study basin: cat-10859

TL =     7.90
SUMAC =     1.00
SZQ =       0.05481
Subcatchment routing data:
Maximum Routing Delay       0.69444
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial BAL             -0.23948
Initial SBAR             0.23748
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
1 0.0000e+00 6.1900e-05 3.2800e-05 0.0000e+00 3.2800e-05 2.3751e-01 0.0000e+00
2 0.0000e+00 6.4700e-05 3.2766e-05 0.0000e+00 3.2766e-05 2.3754e-01 0.0000e+00
3 1.0000e-03 6.1900e-05 3.2733e-05 0.0000e+00 3.2733e-05 2.3758e-01 0.0000e+00
4 1.0000e-03 5.6000e-05 3.2699e-05 0.0000e+00 3.2699e-05 2.3761e-01 0.0000e+00
5 1.0000e-03 4.5700e-05 4.0113e-05 7.2606e-05 3.2666e-05 2.3757e-01 7.4474e-06
6 5.0000e-04 3.2300e-05 3.7146e-05 1.0252e-04 3.2707e-05 2.3750e-01 4.4387e-06
7 5.0000e-04 1.5600e-05 3.7348e-05 1.3331e-04 3.2778e-05 2.3740e-01 4.5697e-06
8 0.0000e+00 0.0000e+00 3.2881e-05 1.1661e-04 3.2881e-05 2.3732e-01 0.0000e+00
9 5.0000e-04 0.0000e+00 3.7700e-05 1.5179e-04 3.2968e-05 2.3720e-01 4.7328e-06
10 5.0000e-04 0.0000e+00 3.7975e-05 1.8129e-04 3.3090e-05 2.3705e-01 4.8853e-06
11 0.0000e+00 0.0000e+00 3.3244e-05 1.6017e-04 3.3244e-05 2.3692e-01 0.0000e+00
12 0.0000e+00 0.0000e+00 3.3376e-05 1.4537e-04 3.3376e-05 2.3681e-01 0.0000e+00
13 1.0000e-03 0.0000e+00 4.5721e-05 2.2501e-04 3.3493e-05 2.3662e-01 1.2228e-05
14 5.0000e-04 0.0000e+00 3.9812e-05 2.4492e-04 3.3694e-05 2.3641e-01 6.1181e-06
15 5.0000e-04 0.0000e+00 4.0822e-05 2.6492e-04 3.3917e-05 2.3618e-01 6.9045e-06
16 1.0000e-03 0.0000e+00 4.7972e-05 3.2971e-04 3.4163e-05 2.3588e-01 1.3809e-05
17 0.0000e+00 0.0000e+00 3.4480e-05 2.9497e-04 3.4480e-05 2.3562e-01 0.0000e+00
18 0.0000e+00 0.0000e+00 3.4762e-05 2.6792e-04 3.4762e-05 2.3539e-01 0.0000e+00
19 0.0000e+00 0.0000e+00 3.5016e-05 2.4382e-04 3.5016e-05 2.3518e-01 0.0000e+00
20 0.0000e+00 0.0000e+00 3.5245e-05 2.2217e-04 3.5245e-05 2.3499e-01 0.0000e+00
21 0.0000e+00 1.8000e-05 3.5452e-05 2.0264e-04 3.5452e-05 2.3482e-01 0.0000e+00
22 0.0000e+00 3.4800e-05 3.5637e-05 1.8496e-04 3.5637e-05 2.3467e-01 0.0000e+00
23 0.0000e+00 4.9200e-05 3.5804e-05 1.6892e-04 3.5804e-05 2.3454e-01 0.0000e+00
24 3.0000e-03 6.0200e-05 7.5973e-05 4.2137e-04 3.5953e-05 2.3416e-01 4.0019e-05
25 2.0000e-03 6.6600e-05 6.3176e-05 5.4876e-04 3.6389e-05 2.3364e-01 2.6787e-05
26 5.5000e-03 6.9600e-05 1.1201e-04 9.9148e-04 3.6976e-05 2.3269e-01 7.5030e-05
27 6.0000e-03 6.6600e-05 1.1999e-04 1.4267e-03 3.8096e-05 2.3130e-01 8.1893e-05
