Taegu Pyungkwang River Catchment: Calibration Data

Subcatchment : Extracted study basin: cat-12659

TL =     7.03
SUMAC =     1.00
SZQ =       0.13156
Subcatchment routing data:
Maximum Routing Delay       0.69444
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial BAL             -0.26750
Initial SBAR             0.26550
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
1 0.0000e+00 6.1900e-05 3.2800e-05 0.0000e+00 3.2800e-05 2.6553e-01 0.0000e+00
2 0.0000e+00 6.4700e-05 3.2766e-05 0.0000e+00 3.2766e-05 2.6556e-01 0.0000e+00
3 1.0000e-03 6.1900e-05 3.2733e-05 0.0000e+00 3.2733e-05 2.6560e-01 0.0000e+00
4 1.0000e-03 5.6000e-05 3.2699e-05 0.0000e+00 3.2699e-05 2.6563e-01 0.0000e+00
5 1.0000e-03 4.5700e-05 3.6647e-05 6.4047e-05 3.2666e-05 2.6560e-01 3.9813e-06
6 5.0000e-04 3.2300e-05 3.5071e-05 9.2556e-05 3.2698e-05 2.6554e-01 2.3729e-06
7 5.0000e-04 1.5600e-05 3.5202e-05 1.2028e-04 3.2759e-05 2.6545e-01 2.4429e-06
8 0.0000e+00 0.0000e+00 3.2849e-05 1.0606e-04 3.2849e-05 2.6538e-01 0.0000e+00
9 5.0000e-04 0.0000e+00 3.5454e-05 1.3620e-04 3.2924e-05 2.6527e-01 2.5301e-06
10 5.0000e-04 0.0000e+00 3.5642e-05 1.6303e-04 3.3031e-05 2.6514e-01 2.6116e-06
11 0.0000e+00 0.0000e+00 3.3165e-05 1.4495e-04 3.3165e-05 2.6503e-01 0.0000e+00
12 0.0000e+00 0.0000e+00 3.3281e-05 1.3092e-04 3.3281e-05 2.6493e-01 0.0000e+00
13 1.0000e-03 0.0000e+00 3.8606e-05 2.0310e-04 3.3383e-05 2.6476e-01 5.2232e-06
14 5.0000e-04 0.0000e+00 3.6172e-05 2.2173e-04 3.3560e-05 2.6458e-01 2.6116e-06
15 5.0000e-04 0.0000e+00 3.6370e-05 2.4027e-04 3.3758e-05 2.6437e-01 2.6116e-06
16 1.0000e-03 0.0000e+00 3.9200e-05 2.9967e-04 3.3977e-05 2.6410e-01 5.2232e-06
17 0.0000e+00 0.0000e+00 3.4260e-05 2.6644e-04 3.4260e-05 2.6387e-01 0.0000e+00
18 0.0000e+00 0.0000e+00 3.4510e-05 2.4092e-04 3.4510e-05 2.6367e-01 0.0000e+00
19 0.0000e+00 0.0000e+00 3.4733e-05 2.1866e-04 3.4733e-05 2.6348e-01 0.0000e+00
20 0.0000e+00 0.0000e+00 3.4933e-05 1.9887e-04 3.4933e-05 2.6332e-01 0.0000e+00
21 0.0000e+00 1.8000e-05 3.5113e-05 1.8112e-04 3.5113e-05 2.6317e-01 0.0000e+00
22 0.0000e+00 3.4800e-05 3.5273e-05 1.6514e-04 3.5273e-05 2.6304e-01 0.0000e+00
23 0.0000e+00 4.9200e-05 3.5417e-05 1.5071e-04 3.5417e-05 2.6293e-01 0.0000e+00
24 3.0000e-03 6.0200e-05 5.0682e-05 3.8538e-04 3.5544e-05 2.6258e-01 1.5137e-05
25 2.0000e-03 6.6600e-05 4.6067e-05 5.0107e-04 3.5935e-05 2.6211e-01 1.0132e-05
26 5.5000e-03 6.9600e-05 6.4841e-05 9.0902e-04 3.6461e-05 2.6124e-01 2.8380e-05
