Taegu Pyungkwang River Catchment: Calibration Data

Subcatchment : Extracted study basin: cat-13789

TL =     7.92
SUMAC =     1.00
SZQ =       0.05388
Subcatchment routing data:
Maximum Routing Delay       0.69444
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial BAL             -0.23893
Initial SBAR             0.23693
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
1 0.0000e+00 6.1900e-05 3.2800e-05 0.0000e+00 3.2800e-05 2.3697e-01 0.0000e+00
2 0.0000e+00 6.4700e-05 3.2766e-05 0.0000e+00 3.2766e-05 2.3700e-01 0.0000e+00
3 1.0000e-03 6.1900e-05 3.2733e-05 0.0000e+00 3.2733e-05 2.3703e-01 0.0000e+00
4 1.0000e-03 5.6000e-05 3.2699e-05 0.0000e+00 3.2699e-05 2.3706e-01 0.0000e+00
5 1.0000e-03 4.5700e-05 3.6445e-05 7.3824e-05 3.2666e-05 2.3702e-01 3.7786e-06
6 5.0000e-04 3.2300e-05 3.4960e-05 1.0524e-04 3.2708e-05 2.3695e-01 2.2521e-06
7 5.0000e-04 1.5600e-05 3.5101e-05 1.3600e-04 3.2782e-05 2.3685e-01 2.3185e-06
8 0.0000e+00 0.0000e+00 3.2888e-05 1.1820e-04 3.2888e-05 2.3676e-01 0.0000e+00
9 5.0000e-04 0.0000e+00 3.5377e-05 1.5233e-04 3.2976e-05 2.3664e-01 2.4013e-06
10 5.0000e-04 0.0000e+00 3.5578e-05 1.8184e-04 3.3099e-05 2.3649e-01 2.4786e-06
11 0.0000e+00 0.0000e+00 3.3253e-05 1.5941e-04 3.3253e-05 2.3637e-01 0.0000e+00
12 0.0000e+00 0.0000e+00 3.3385e-05 1.4256e-04 3.3385e-05 2.3626e-01 0.0000e+00
13 1.0000e-03 0.0000e+00 3.8456e-05 2.2538e-04 3.3499e-05 2.3607e-01 4.9572e-06
14 5.0000e-04 0.0000e+00 3.6179e-05 2.4452e-04 3.3700e-05 2.3586e-01 2.4786e-06
15 5.0000e-04 0.0000e+00 3.6402e-05 2.6433e-04 3.3923e-05 2.3562e-01 2.4786e-06
16 1.0000e-03 0.0000e+00 3.9125e-05 3.3128e-04 3.4168e-05 2.3533e-01 4.9572e-06
17 0.0000e+00 0.0000e+00 3.4487e-05 2.9009e-04 3.4487e-05 2.3507e-01 0.0000e+00
18 0.0000e+00 0.0000e+00 3.4764e-05 2.5977e-04 3.4764e-05 2.3485e-01 0.0000e+00
19 0.0000e+00 0.0000e+00 3.5009e-05 2.3334e-04 3.5009e-05 2.3465e-01 0.0000e+00
20 0.0000e+00 0.0000e+00 3.5226e-05 2.1002e-04 3.5226e-05 2.3447e-01 0.0000e+00
21 0.0000e+00 1.8000e-05 3.5419e-05 1.8932e-04 3.5419e-05 2.3432e-01 0.0000e+00
22 0.0000e+00 3.4800e-05 3.5590e-05 1.7086e-04 3.5590e-05 2.3418e-01 0.0000e+00
23 0.0000e+00 4.9200e-05 3.5741e-05 1.5435e-04 3.5741e-05 2.3407e-01 0.0000e+00
24 3.0000e-03 6.0200e-05 5.6558e-05 4.1943e-04 3.5874e-05 2.3368e-01 2.0685e-05
25 2.0000e-03 6.6600e-05 5.0778e-05 5.4909e-04 3.6306e-05 2.3317e-01 1.4471e-05
26 5.5000e-03 6.9600e-05 7.7427e-05 1.0074e-03 3.6893e-05 2.3220e-01 4.0534e-05
27 6.0000e-03 6.6600e-05 8.2271e-05 1.4535e-03 3.8029e-05 2.3078e-01 4.4242e-05
28 1.0000e-03 6.0200e-05 4.6712e-05 1.3649e-03 3.9749e-05 2.2946e-01 6.9634e-06
29 2.5000e-03 4.9200e-05 5.9631e-05 1.4573e-03 4.1429e-05 2.2804e-01 1.8201e-05
30 0.0000e+00 3.4800e-05 4.3303e-05 1.2941e-03 4.3303e-05 2.2679e-01 0.0000e+00
31 0.0000e+00 1.6800e-05 4.5030e-05 1.1599e-03 4.5030e-05 2.2568e-01 0.0000e+00
32 1.0000e-03 0.0000e+00 5.3335e-05 1.1328e-03 4.6626e-05 2.2459e-01 6.7087e-06
33 5.0000e-04 0.0000e+00 5.1966e-05 1.0640e-03 4.8236e-05 2.2358e-01 3.7301e-06
34 0.0000e+00 0.0000e+00 4.9791e-05 9.5278e-04 4.9791e-05 2.2267e-01 0.0000e+00
35 0.0000e+00 0.0000e+00 5.1217e-05 8.5616e-04 5.1217e-05 2.2187e-01 0.0000e+00
36 0.0000e+00 0.0000e+00 5.2521e-05 7.7004e-04 5.2521e-05 2.2115e-01 0.0000e+00
37 0.0000e+00 0.0000e+00 5.3712e-05 6.9297e-04 5.3712e-05 2.2051e-01 0.0000e+00
38 0.0000e+00 0.0000e+00 5.4796e-05 6.2389e-04 5.4796e-05 2.1994e-01 0.0000e+00
39 0.0000e+00 0.0000e+00 5.5779e-05 5.6189e-04 5.5779e-05 2.1944e-01 0.0000e+00
40 0.0000e+00 0.0000e+00 5.6668e-05 5.0621e-04 5.6668e-05 2.1899e-01 0.0000e+00
41 0.0000e+00 0.0000e+00 5.7470e-05 4.5619e-04 5.7470e-05 2.1859e-01 0.0000e+00
42 0.0000e+00 0.0000e+00 5.8191e-05 4.1124e-04 5.8191e-05 2.1823e-01 0.0000e+00
43 0.0000e+00 0.0000e+00 5.8836e-05 3.7082e-04 5.8836e-05 2.1792e-01 0.0000e+00
44 0.0000e+00 0.0000e+00 5.9413e-05 3.3448e-04 5.9413e-05 2.1765e-01 0.0000e+00
45 0.0000e+00 3.3800e-05 5.9925e-05 3.0179e-04 5.9925e-05 2.1741e-01 0.0000e+00
46 1.0000e-03 6.5200e-05 6.7588e-05 3.7645e-04 6.0380e-05 2.1709e-01 7.2081e-06
47 0.0000e+00 9.2300e-05 6.0979e-05 3.3003e-04 6.0979e-05 2.1682e-01 0.0000e+00
48 5.0000e-04 1.1300e-04 6.4050e-05 3.3277e-04 6.1494e-05 2.1655e-01 2.5560e-06
49 0.0000e+00 1.2500e-04 6.2018e-05 2.9543e-04 6.2018e-05 2.1632e-01 0.0000e+00
50 1.0000e-03 1.3050e-04 6.8159e-05 3.4779e-04 6.2472e-05 2.1603e-01 5.6868e-06
51 2.5000e-03 1.2500e-04 8.5137e-05 5.5764e-04 6.3031e-05 2.1554e-01 2.2105e-05
52 3.0000e-03 1.1300e-04 9.3652e-05 7.8500e-04 6.4013e-05 2.1481e-01 2.9639e-05
53 2.5000e-03 9.2300e-05 9.1960e-05 9.3156e-04 6.5472e-05 2.1395e-01 2.6488e-05
54 3.0000e-03 6.5200e-05 9.9534e-05 1.1221e-03 6.7268e-05 2.1289e-01 3.2266e-05
55 2.5000e-03 3.1600e-05 9.6541e-05 1.2398e-03 6.9522e-05 2.1172e-01 2.7018e-05
56 2.0000e-03 0.0000e+00 9.3955e-05 1.2981e-03 7.2112e-05 2.1050e-01 2.1843e-05
57 1.0000e-03 0.0000e+00 8.6025e-05 1.2487e-03 7.4929e-05 2.0932e-01 1.1097e-05
58 1.0000e-03 0.0000e+00 8.8825e-05 1.2115e-03 7.7728e-05 2.0819e-01 1.1097e-05
