Taegu Pyungkwang River Catchment: Calibration Data

Subcatchment : Extracted study basin: cat-10959

TL =     6.55
SUMAC =     1.00
SZQ =       0.21258
Subcatchment routing data:
Maximum Routing Delay       0.69444
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial BAL             -0.28285
Initial SBAR             0.28085
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
1 0.0000e+00 6.1900e-05 3.2800e-05 0.0000e+00 3.2800e-05 2.8089e-01 0.0000e+00
2 0.0000e+00 6.4700e-05 3.2766e-05 0.0000e+00 3.2766e-05 2.8092e-01 0.0000e+00
3 1.0000e-03 6.1900e-05 3.2733e-05 0.0000e+00 3.2733e-05 2.8095e-01 0.0000e+00
4 1.0000e-03 5.6000e-05 3.2699e-05 0.0000e+00 3.2699e-05 2.8098e-01 0.0000e+00
5 1.0000e-03 4.5700e-05 3.6526e-05 5.9433e-05 3.2666e-05 2.8096e-01 3.8596e-06
6 5.0000e-04 3.2300e-05 3.4994e-05 8.5333e-05 3.2693e-05 2.8090e-01 2.3004e-06
7 5.0000e-04 1.5600e-05 3.5115e-05 1.1092e-04 3.2747e-05 2.8083e-01 2.3682e-06
8 0.0000e+00 0.0000e+00 3.2827e-05 9.7531e-05 3.2827e-05 2.8076e-01 0.0000e+00
9 5.0000e-04 0.0000e+00 3.5346e-05 1.2562e-04 3.2894e-05 2.8067e-01 2.4528e-06
10 5.0000e-04 0.0000e+00 3.5521e-05 1.5014e-04 3.2989e-05 2.8055e-01 2.5318e-06
11 0.0000e+00 0.0000e+00 3.3110e-05 1.3304e-04 3.3110e-05 2.8045e-01 0.0000e+00
12 0.0000e+00 0.0000e+00 3.3214e-05 1.2010e-04 3.3214e-05 2.8036e-01 0.0000e+00
13 1.0000e-03 0.0000e+00 3.8368e-05 1.8699e-04 3.3304e-05 2.8021e-01 5.0635e-06
14 5.0000e-04 0.0000e+00 3.5996e-05 2.0341e-04 3.3464e-05 2.8004e-01 2.5318e-06
15 5.0000e-04 0.0000e+00 3.6174e-05 2.2039e-04 3.3643e-05 2.7985e-01 2.5318e-06
16 1.0000e-03 0.0000e+00 3.8903e-05 2.7518e-04 3.3839e-05 2.7961e-01 5.0635e-06
17 0.0000e+00 0.0000e+00 3.4096e-05 2.4369e-04 3.4096e-05 2.7940e-01 0.0000e+00
18 0.0000e+00 0.0000e+00 3.4320e-05 2.2022e-04 3.4320e-05 2.7922e-01 0.0000e+00
19 0.0000e+00 0.0000e+00 3.4520e-05 1.9949e-04 3.4520e-05 2.7905e-01 0.0000e+00
20 0.0000e+00 0.0000e+00 3.4698e-05 1.8096e-04 3.4698e-05 2.7891e-01 0.0000e+00
21 0.0000e+00 1.8000e-05 3.4857e-05 1.6434e-04 3.4857e-05 2.7878e-01 0.0000e+00
22 0.0000e+00 3.4800e-05 3.4998e-05 1.4938e-04 3.4998e-05 2.7866e-01 0.0000e+00
23 0.0000e+00 4.9200e-05 3.5124e-05 1.3589e-04 3.5124e-05 2.7856e-01 0.0000e+00
24 3.0000e-03 6.0200e-05 5.3655e-05 3.4961e-04 3.5234e-05 2.7825e-01 1.8420e-05
25 2.0000e-03 6.6600e-05 4.7311e-05 4.5617e-04 3.5582e-05 2.7783e-01 1.1728e-05
26 5.5000e-03 6.9600e-05 7.6425e-05 8.2210e-04 3.6053e-05 2.7704e-01 4.0372e-05
27 6.0000e-03 6.6600e-05 8.3365e-05 1.1821e-03 3.6950e-05 2.7590e-01 4.6416e-05
28 1.0000e-03 6.0200e-05 4.5644e-05 1.1238e-03 3.8296e-05 2.7481e-01 7.3482e-06
29 2.5000e-03 4.9200e-05 5.8825e-05 1.2025e-03 3.9617e-05 2.7365e-01 1.9207e-05
30 0.0000e+00 3.4800e-05 4.1083e-05 1.0808e-03 4.1083e-05 2.7261e-01 0.0000e+00
31 0.0000e+00 1.6800e-05 4.2440e-05 9.7799e-04 4.2440e-05 2.7167e-01 0.0000e+00
32 1.0000e-03 0.0000e+00 5.0779e-05 9.5727e-04 4.3699e-05 2.7076e-01 7.0795e-06
33 5.0000e-04 0.0000e+00 4.8901e-05 9.0465e-04 4.4965e-05 2.6990e-01 3.9363e-06
34 0.0000e+00 0.0000e+00 4.6189e-05 8.1815e-04 4.6189e-05 2.6913e-01 0.0000e+00
35 0.0000e+00 0.0000e+00 4.7317e-05 7.4162e-04 4.7317e-05 2.6843e-01 0.0000e+00
36 0.0000e+00 0.0000e+00 4.8355e-05 6.7264e-04 4.8355e-05 2.6781e-01 0.0000e+00
37 0.0000e+00 0.0000e+00 4.9307e-05 6.1033e-04 4.9307e-05 2.6725e-01 0.0000e+00
38 0.0000e+00 0.0000e+00 5.0180e-05 5.5397e-04 5.0180e-05 2.6674e-01 0.0000e+00
39 0.0000e+00 0.0000e+00 5.0976e-05 5.0296e-04 5.0976e-05 2.6629e-01 0.0000e+00
40 0.0000e+00 0.0000e+00 5.1701e-05 4.5675e-04 5.1701e-05 2.6589e-01 0.0000e+00
41 0.0000e+00 0.0000e+00 5.2360e-05 4.1489e-04 5.2360e-05 2.6552e-01 0.0000e+00
42 0.0000e+00 0.0000e+00 5.2956e-05 3.7696e-04 5.2956e-05 2.6520e-01 0.0000e+00
43 0.0000e+00 0.0000e+00 5.3495e-05 3.4257e-04 5.3495e-05 2.6491e-01 0.0000e+00
44 0.0000e+00 0.0000e+00 5.3980e-05 3.1139e-04 5.3980e-05 2.6465e-01 0.0000e+00
45 0.0000e+00 3.3800e-05 5.4416e-05 2.8312e-04 5.4416e-05 2.6442e-01 0.0000e+00
46 1.0000e-03 6.5200e-05 6.2413e-05 3.3751e-04 5.4807e-05 2.6414e-01 7.6064e-06
47 0.0000e+00 9.2300e-05 5.5293e-05 3.0194e-04 5.5293e-05 2.6389e-01 0.0000e+00
48 5.0000e-04 1.1300e-04 5.8418e-05 3.0171e-04 5.5721e-05 2.6365e-01 2.6973e-06
49 0.0000e+00 1.2500e-04 5.6151e-05 2.7173e-04 5.6151e-05 2.6343e-01 0.0000e+00
50 1.0000e-03 1.3050e-04 6.2532e-05 3.0961e-04 5.6530e-05 2.6318e-01 6.0011e-06
51 2.5000e-03 1.2500e-04 7.5633e-05 4.7457e-04 5.6979e-05 2.6276e-01 1.8654e-05
52 3.0000e-03 1.1300e-04 8.0361e-05 6.5780e-04 5.7728e-05 2.6216e-01 2.2633e-05
53 2.5000e-03 9.2300e-05 7.7612e-05 7.7867e-04 5.8820e-05 2.6144e-01 1.8792e-05
54 3.0000e-03 6.5200e-05 8.3368e-05 9.3338e-04 6.0159e-05 2.6057e-01 2.3210e-05
55 2.5000e-03 3.1600e-05 8.2205e-05 1.0302e-03 6.1823e-05 2.5960e-01 2.0382e-05
56 2.0000e-03 0.0000e+00 8.1567e-05 1.0799e-03 6.3722e-05 2.5858e-01 1.7845e-05
57 1.0000e-03 0.0000e+00 7.6017e-05 1.0456e-03 6.5778e-05 2.5761e-01 1.0239e-05
58 1.0000e-03 0.0000e+00 7.8146e-05 1.0202e-03 6.7823e-05 2.5665e-01 1.0322e-05
59 0.0000e+00 0.0000e+00 6.9872e-05 9.1390e-04 6.9872e-05 2.5581e-01 0.0000e+00
60 5.0000e-04 0.0000e+00 7.6901e-05 8.6407e-04 7.1740e-05 2.5502e-01 5.1611e-06
61 5.0000e-04 0.0000e+00 7.8699e-05 8.1860e-04 7.3538e-05 2.5427e-01 5.1611e-06
62 0.0000e+00 0.0000e+00 7.5271e-05 7.3494e-04 7.5271e-05 2.5361e-01 0.0000e+00
63 0.0000e+00 0.0000e+00 7.6838e-05 6.6142e-04 7.6838e-05 2.5303e-01 0.0000e+00
64 0.0000e+00 0.0000e+00 7.8255e-05 5.9572e-04 7.8255e-05 2.5251e-01 0.0000e+00
65 0.0000e+00 0.0000e+00 7.9531e-05 5.3687e-04 7.9531e-05 2.5205e-01 0.0000e+00
66 0.0000e+00 0.0000e+00 8.0676e-05 4.8406e-04 8.0676e-05 2.5165e-01 0.0000e+00
67 0.0000e+00 0.0000e+00 8.1699e-05 4.3663e-04 8.1699e-05 2.5129e-01 0.0000e+00
68 0.0000e+00 0.0000e+00 8.2610e-05 3.9399e-04 8.2610e-05 2.5098e-01 0.0000e+00
69 0.0000e+00 4.1400e-05 8.3418e-05 3.5565e-04 8.3418e-05 2.5071e-01 0.0000e+00
70 0.0000e+00 7.9800e-05 8.4131e-05 3.2115e-04 8.4131e-05 2.5047e-01 0.0000e+00
71 0.0000e+00 1.1290e-04 8.4756e-05 2.9009e-04 8.4756e-05 2.5027e-01 0.0000e+00
72 0.0000e+00 1.3830e-04 8.5302e-05 2.6213e-04 8.5302e-05 2.5009e-01 0.0000e+00
73 0.0000e+00 1.5300e-04 8.5774e-05 2.3694e-04 8.5774e-05 2.4994e-01 0.0000e+00
74 0.0000e+00 1.5980e-04 8.6181e-05 2.1424e-04 8.6181e-05 2.4981e-01 0.0000e+00
75 0.0000e+00 1.5300e-04 8.6526e-05 1.9377e-04 8.6526e-05 2.4970e-01 0.0000e+00
76 0.0000e+00 1.3830e-04 8.6817e-05 1.7532e-04 8.6817e-05 2.4962e-01 0.0000e+00
77 0.0000e+00 1.1290e-04 8.7057e-05 1.5868e-04 8.7057e-05 2.4954e-01 0.0000e+00
78 0.0000e+00 7.9800e-05 8.7252e-05 1.4366e-04 8.7252e-05 2.4949e-01 0.0000e+00
79 0.0000e+00 3.8700e-05 8.7406e-05 1.3011e-04 8.7406e-05 2.4945e-01 0.0000e+00
80 0.0000e+00 0.0000e+00 8.7523e-05 1.1787e-04 8.7523e-05 2.4942e-01 0.0000e+00
81 0.0000e+00 0.0000e+00 8.7606e-05 1.0681e-04 8.7606e-05 2.4940e-01 0.0000e+00
82 0.0000e+00 0.0000e+00 8.7658e-05 9.6826e-05 8.7658e-05 2.4939e-01 0.0000e+00
83 0.0000e+00 0.0000e+00 8.7683e-05 8.7799e-05 8.7683e-05 2.4939e-01 0.0000e+00
84 0.0000e+00 0.0000e+00 8.7684e-05 7.9638e-05 8.7684e-05 2.4939e-01 0.0000e+00
85 0.0000e+00 0.0000e+00 8.7662e-05 7.2257e-05 8.7662e-05 2.4941e-01 0.0000e+00
86 0.0000e+00 0.0000e+00 8.7620e-05 6.5580e-05 8.7620e-05 2.4943e-01 0.0000e+00
87 0.0000e+00 0.0000e+00 8.7559e-05 5.9537e-05 8.7559e-05 2.4946e-01 0.0000e+00
88 0.0000e+00 0.0000e+00 8.7483e-05 5.4067e-05 8.7483e-05 2.4949e-01 0.0000e+00
89 0.0000e+00 0.0000e+00 8.7391e-05 4.9114e-05 8.7391e-05 2.4953e-01 0.0000e+00
90 0.0000e+00 0.0000e+00 8.7287e-05 4.4626e-05 8.7287e-05 2.4957e-01 0.0000e+00
91 0.0000e+00 0.0000e+00 8.7171e-05 4.0561e-05 8.7171e-05 2.4962e-01 0.0000e+00
92 0.0000e+00 0.0000e+00 8.7044e-05 3.6875e-05 8.7044e-05 2.4967e-01 0.0000e+00
93 0.0000e+00 1.9100e-05 8.6907e-05 3.3534e-05 8.6907e-05 2.4972e-01 0.0000e+00
94 0.0000e+00 3.6800e-05 8.6762e-05 3.0504e-05 8.6762e-05 2.4978e-01 0.0000e+00
95 0.0000e+00 5.2100e-05 8.6610e-05 2.7755e-05 8.6610e-05 2.4984e-01 0.0000e+00
96 0.0000e+00 6.3800e-05 8.6451e-05 2.5260e-05 8.6451e-05 2.4990e-01 0.0000e+00
97 5.0000e-04 7.0600e-05 8.6286e-05 2.2995e-05 8.6286e-05 2.4996e-01 0.0000e+00
98 5.0000e-04 7.3700e-05 8.6115e-05 2.0938e-05 8.6115e-05 2.5003e-01 0.0000e+00
99 0.0000e+00 7.0600e-05 8.5940e-05 1.9071e-05 8.5940e-05 2.5010e-01 0.0000e+00
