Taegu Pyungkwang River Catchment: Calibration Data

Subcatchment : Extracted study basin: cat-10279

TL =     6.40
SUMAC =     1.00
SZQ =       0.24604
Subcatchment routing data:
Maximum Routing Delay       0.69444
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial BAL             -0.28753
Initial SBAR             0.28553
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
1 0.0000e+00 6.1900e-05 3.2800e-05 0.0000e+00 3.2800e-05 2.8556e-01 0.0000e+00
2 0.0000e+00 6.4700e-05 3.2766e-05 0.0000e+00 3.2766e-05 2.8560e-01 0.0000e+00
3 1.0000e-03 6.1900e-05 3.2733e-05 0.0000e+00 3.2733e-05 2.8563e-01 0.0000e+00
4 1.0000e-03 5.6000e-05 3.2699e-05 0.0000e+00 3.2699e-05 2.8566e-01 0.0000e+00
5 1.0000e-03 4.5700e-05 3.5079e-05 5.7379e-05 3.2666e-05 2.8564e-01 2.4132e-06
6 5.0000e-04 3.2300e-05 3.4130e-05 8.3470e-05 3.2691e-05 2.8559e-01 1.4383e-06
7 5.0000e-04 1.5600e-05 3.4224e-05 1.0857e-04 3.2743e-05 2.8551e-01 1.4807e-06
8 0.0000e+00 0.0000e+00 3.2821e-05 9.5929e-05 3.2821e-05 2.8545e-01 0.0000e+00
9 5.0000e-04 0.0000e+00 3.4419e-05 1.2255e-04 3.2886e-05 2.8536e-01 1.5336e-06
10 5.0000e-04 0.0000e+00 3.4561e-05 1.4647e-04 3.2978e-05 2.8524e-01 1.5830e-06
11 0.0000e+00 0.0000e+00 3.3095e-05 1.3017e-04 3.3095e-05 2.8515e-01 0.0000e+00
12 0.0000e+00 0.0000e+00 3.3196e-05 1.1706e-04 3.3196e-05 2.8506e-01 0.0000e+00
13 1.0000e-03 0.0000e+00 3.6449e-05 1.8109e-04 3.3283e-05 2.8492e-01 3.1660e-06
14 5.0000e-04 0.0000e+00 3.5020e-05 1.9796e-04 3.3437e-05 2.8475e-01 1.5830e-06
15 5.0000e-04 0.0000e+00 3.5192e-05 2.1439e-04 3.3609e-05 2.8457e-01 1.5830e-06
16 1.0000e-03 0.0000e+00 3.6966e-05 2.6723e-04 3.3800e-05 2.8434e-01 3.1660e-06
17 0.0000e+00 0.0000e+00 3.4047e-05 2.3747e-04 3.4047e-05 2.8413e-01 0.0000e+00
18 0.0000e+00 0.0000e+00 3.4264e-05 2.1377e-04 3.4264e-05 2.8395e-01 0.0000e+00
19 0.0000e+00 0.0000e+00 3.4457e-05 1.9286e-04 3.4457e-05 2.8379e-01 0.0000e+00
20 0.0000e+00 0.0000e+00 3.4628e-05 1.7425e-04 3.4628e-05 2.8366e-01 0.0000e+00
21 0.0000e+00 1.8000e-05 3.4779e-05 1.5762e-04 3.4779e-05 2.8353e-01 0.0000e+00
22 0.0000e+00 3.4800e-05 3.4913e-05 1.4271e-04 3.4913e-05 2.8342e-01 0.0000e+00
23 0.0000e+00 4.9200e-05 3.5031e-05 1.2931e-04 3.5031e-05 2.8333e-01 0.0000e+00
24 3.0000e-03 6.0200e-05 4.6839e-05 3.3577e-04 3.5134e-05 2.8303e-01 1.1705e-05
25 2.0000e-03 6.6600e-05 4.3371e-05 4.4217e-04 3.5466e-05 2.8262e-01 7.9056e-06
26 5.5000e-03 6.9600e-05 5.9624e-05 8.0239e-04 3.5920e-05 2.8186e-01 2.3705e-05
27 6.0000e-03 6.6600e-05 6.2715e-05 1.1595e-03 3.6790e-05 2.8073e-01 2.5925e-05
28 1.0000e-03 6.0200e-05 4.2184e-05 1.1021e-03 3.8104e-05 2.7967e-01 4.0803e-06
29 2.5000e-03 4.9200e-05 5.0058e-05 1.1761e-03 3.9392e-05 2.7853e-01 1.0666e-05
30 0.0000e+00 3.4800e-05 4.0817e-05 1.0542e-03 4.0817e-05 2.7752e-01 0.0000e+00
