Taegu Pyungkwang River Catchment: Calibration Data

Subcatchment : Extracted study basin: cat-11769

TL =     7.84
SUMAC =     1.00
SZQ =       0.05821
Subcatchment routing data:
Maximum Routing Delay       0.69444
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial BAL             -0.24140
Initial SBAR             0.23940
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
1 0.0000e+00 6.1900e-05 3.2800e-05 0.0000e+00 3.2800e-05 2.3944e-01 0.0000e+00
2 0.0000e+00 6.4700e-05 3.2766e-05 0.0000e+00 3.2766e-05 2.3947e-01 0.0000e+00
3 1.0000e-03 6.1900e-05 3.2733e-05 0.0000e+00 3.2733e-05 2.3950e-01 0.0000e+00
4 1.0000e-03 5.6000e-05 3.2699e-05 0.0000e+00 3.2699e-05 2.3953e-01 0.0000e+00
5 1.0000e-03 4.5700e-05 4.2237e-05 6.9482e-05 3.2666e-05 2.3950e-01 9.5710e-06
6 5.0000e-04 3.2300e-05 3.8408e-05 1.0084e-04 3.2704e-05 2.3943e-01 5.7044e-06
7 5.0000e-04 1.5600e-05 3.8646e-05 1.3123e-04 3.2773e-05 2.3933e-01 5.8727e-06
8 0.0000e+00 0.0000e+00 3.2874e-05 1.1602e-04 3.2874e-05 2.3925e-01 0.0000e+00
9 5.0000e-04 0.0000e+00 3.9042e-05 1.4862e-04 3.2960e-05 2.3913e-01 6.0824e-06
10 5.0000e-04 0.0000e+00 3.9357e-05 1.7784e-04 3.3079e-05 2.3899e-01 6.2783e-06
11 0.0000e+00 0.0000e+00 3.3229e-05 1.5839e-04 3.3229e-05 2.3886e-01 0.0000e+00
12 0.0000e+00 0.0000e+00 3.3359e-05 1.4301e-04 3.3359e-05 2.3875e-01 0.0000e+00
13 1.0000e-03 0.0000e+00 4.6030e-05 2.2110e-04 3.3474e-05 2.3857e-01 1.2557e-05
14 5.0000e-04 0.0000e+00 3.9949e-05 2.4173e-04 3.3671e-05 2.3836e-01 6.2783e-06
15 5.0000e-04 0.0000e+00 4.0169e-05 2.6204e-04 3.3890e-05 2.3813e-01 6.2783e-06
16 1.0000e-03 0.0000e+00 4.6689e-05 3.2658e-04 3.4133e-05 2.3784e-01 1.2557e-05
17 0.0000e+00 0.0000e+00 3.4446e-05 2.9093e-04 3.4446e-05 2.3758e-01 0.0000e+00
18 0.0000e+00 0.0000e+00 3.4723e-05 2.6295e-04 3.4723e-05 2.3735e-01 0.0000e+00
19 0.0000e+00 0.0000e+00 3.4972e-05 2.3838e-04 3.4972e-05 2.3715e-01 0.0000e+00
20 0.0000e+00 0.0000e+00 3.5195e-05 2.1653e-04 3.5195e-05 2.3697e-01 0.0000e+00
21 0.0000e+00 1.8000e-05 3.5395e-05 1.9697e-04 3.5395e-05 2.3681e-01 0.0000e+00
22 0.0000e+00 3.4800e-05 3.5574e-05 1.7937e-04 3.5574e-05 2.3666e-01 0.0000e+00
23 0.0000e+00 4.9200e-05 3.5734e-05 1.6348e-04 3.5734e-05 2.3653e-01 0.0000e+00
24 3.0000e-03 6.0200e-05 7.2267e-05 4.1788e-04 3.5877e-05 2.3615e-01 3.6390e-05
25 2.0000e-03 6.6600e-05 6.0665e-05 5.4562e-04 3.6308e-05 2.3564e-01 2.4357e-05
26 5.5000e-03 6.9600e-05 1.0512e-04 9.8957e-04 3.6891e-05 2.3469e-01 6.8224e-05
27 6.0000e-03 6.6600e-05 1.1247e-04 1.4249e-03 3.8005e-05 2.3330e-01 7.4465e-05
28 1.0000e-03 6.0200e-05 5.1409e-05 1.3473e-03 3.9689e-05 2.3200e-01 1.1720e-05
29 2.5000e-03 4.9200e-05 7.1980e-05 1.4433e-03 4.1344e-05 2.3059e-01 3.0635e-05
30 0.0000e+00 3.4800e-05 4.3196e-05 1.2936e-03 4.3196e-05 2.2934e-01 0.0000e+00
31 0.0000e+00 1.6800e-05 4.4917e-05 1.1708e-03 4.4917e-05 2.2822e-01 0.0000e+00
32 1.0000e-03 0.0000e+00 6.0534e-05 1.1474e-03 4.6526e-05 2.2712e-01 1.4008e-05
33 5.0000e-04 0.0000e+00 5.6201e-05 1.0855e-03 4.8154e-05 2.2608e-01 8.0471e-06
34 0.0000e+00 0.0000e+00 4.9741e-05 9.8305e-04 4.9741e-05 2.2515e-01 0.0000e+00
35 0.0000e+00 0.0000e+00 5.1213e-05 8.9240e-04 5.1213e-05 2.2430e-01 0.0000e+00
36 0.0000e+00 0.0000e+00 5.2577e-05 8.1066e-04 5.2577e-05 2.2355e-01 0.0000e+00
37 0.0000e+00 0.0000e+00 5.3837e-05 7.3676e-04 5.3837e-05 2.2286e-01 0.0000e+00
38 0.0000e+00 0.0000e+00 5.4999e-05 6.6985e-04 5.4999e-05 2.2225e-01 0.0000e+00
39 0.0000e+00 0.0000e+00 5.6065e-05 6.0919e-04 5.6065e-05 2.2170e-01 0.0000e+00
40 0.0000e+00 0.0000e+00 5.7043e-05 5.5416e-04 5.7043e-05 2.2120e-01 0.0000e+00
41 0.0000e+00 0.0000e+00 5.7936e-05 5.0422e-04 5.7936e-05 2.2075e-01 0.0000e+00
