Taegu Pyungkwang River Catchment: Calibration Data

Subcatchment : Extracted study basin: cat-10659

TL =     8.45
SUMAC =     1.00
SZQ =       0.03170
Subcatchment routing data:
Maximum Routing Delay       0.69444
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial BAL             -0.22196
Initial SBAR             0.21996
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
1 0.0000e+00 6.1900e-05 3.2800e-05 0.0000e+00 3.2800e-05 2.1999e-01 0.0000e+00
2 0.0000e+00 6.4700e-05 3.2766e-05 0.0000e+00 3.2766e-05 2.2002e-01 0.0000e+00
3 1.0000e-03 6.1900e-05 3.2733e-05 0.0000e+00 3.2733e-05 2.2006e-01 0.0000e+00
4 1.0000e-03 5.6000e-05 3.2699e-05 0.0000e+00 3.2699e-05 2.2009e-01 0.0000e+00
5 1.0000e-03 4.5700e-05 4.3695e-05 7.9587e-05 3.2666e-05 2.2004e-01 1.1029e-05
6 5.0000e-04 3.2300e-05 3.9288e-05 1.1274e-04 3.2714e-05 2.1996e-01 6.5736e-06
7 5.0000e-04 1.5600e-05 3.9563e-05 1.4528e-04 3.2796e-05 2.1985e-01 6.7675e-06
8 0.0000e+00 0.0000e+00 3.2911e-05 1.2539e-04 3.2911e-05 2.1976e-01 0.0000e+00
9 5.0000e-04 0.0000e+00 4.0016e-05 1.6191e-04 3.3007e-05 2.1963e-01 7.0092e-06
10 5.0000e-04 0.0000e+00 4.0375e-05 1.9319e-04 3.3140e-05 2.1947e-01 7.2349e-06
11 0.0000e+00 0.0000e+00 3.3306e-05 1.6850e-04 3.3306e-05 2.1933e-01 0.0000e+00
12 0.0000e+00 0.0000e+00 3.3447e-05 1.5022e-04 3.3447e-05 2.1922e-01 0.0000e+00
13 1.0000e-03 0.0000e+00 4.8039e-05 2.3950e-04 3.3569e-05 2.1901e-01 1.4470e-05
14 5.0000e-04 0.0000e+00 4.1021e-05 2.5957e-04 3.3786e-05 2.1878e-01 7.2349e-06
15 5.0000e-04 0.0000e+00 4.1260e-05 2.8045e-04 3.4025e-05 2.1854e-01 7.2349e-06
16 1.0000e-03 0.0000e+00 4.8758e-05 3.5210e-04 3.4288e-05 2.1822e-01 1.4470e-05
17 0.0000e+00 0.0000e+00 3.4630e-05 3.0704e-04 3.4630e-05 2.1795e-01 0.0000e+00
18 0.0000e+00 0.0000e+00 3.4927e-05 2.7405e-04 3.4927e-05 2.1771e-01 0.0000e+00
19 0.0000e+00 0.0000e+00 3.5189e-05 2.4568e-04 3.5189e-05 2.1750e-01 0.0000e+00
20 0.0000e+00 0.0000e+00 3.5421e-05 2.2094e-04 3.5421e-05 2.1731e-01 0.0000e+00
21 0.0000e+00 1.8000e-05 3.5627e-05 1.9915e-04 3.5627e-05 2.1715e-01 0.0000e+00
22 0.0000e+00 3.4800e-05 3.5809e-05 1.7984e-04 3.5809e-05 2.1701e-01 0.0000e+00
23 0.0000e+00 4.9200e-05 3.5971e-05 1.6265e-04 3.5971e-05 2.1688e-01 0.0000e+00
24 3.0000e-03 6.0200e-05 7.8048e-05 4.5606e-04 3.6113e-05 2.1646e-01 4.1934e-05
25 2.0000e-03 6.6600e-05 6.4659e-05 5.9338e-04 3.6590e-05 2.1590e-01 2.8068e-05
26 5.5000e-03 6.9600e-05 1.1585e-04 1.0954e-03 3.7233e-05 2.1484e-01 7.8620e-05
27 6.0000e-03 6.6600e-05 1.2430e-04 1.5748e-03 3.8484e-05 2.1331e-01 8.5812e-05
28 1.0000e-03 6.0200e-05 5.3883e-05 1.4583e-03 4.0377e-05 2.1189e-01 1.3506e-05
29 2.5000e-03 4.9200e-05 7.7510e-05 1.5572e-03 4.2207e-05 2.1037e-01 3.5303e-05
30 0.0000e+00 3.4800e-05 4.4253e-05 1.3697e-03 4.4253e-05 2.0905e-01 0.0000e+00
31 0.0000e+00 1.6800e-05 4.6124e-05 1.2230e-03 4.6124e-05 2.0787e-01 0.0000e+00
32 1.0000e-03 0.0000e+00 6.0864e-05 1.1980e-03 4.7852e-05 2.0672e-01 1.3012e-05
33 5.0000e-04 0.0000e+00 5.6838e-05 1.1238e-03 4.9603e-05 2.0565e-01 7.2349e-06
34 0.0000e+00 0.0000e+00 5.1297e-05 1.0032e-03 5.1297e-05 2.0470e-01 0.0000e+00
35 0.0000e+00 0.0000e+00 5.2846e-05 9.0100e-04 5.2846e-05 2.0385e-01 0.0000e+00
36 0.0000e+00 0.0000e+00 5.4265e-05 8.1067e-04 5.4265e-05 2.0309e-01 0.0000e+00
37 0.0000e+00 0.0000e+00 5.5563e-05 7.3026e-04 5.5563e-05 2.0242e-01 0.0000e+00
38 0.0000e+00 0.0000e+00 5.6747e-05 6.5841e-04 5.6747e-05 2.0182e-01 0.0000e+00
39 0.0000e+00 0.0000e+00 5.7824e-05 5.9408e-04 5.7824e-05 2.0128e-01 0.0000e+00
40 0.0000e+00 0.0000e+00 5.8801e-05 5.3639e-04 5.8801e-05 2.0080e-01 0.0000e+00
41 0.0000e+00 0.0000e+00 5.9685e-05 4.8460e-04 5.9685e-05 2.0038e-01 0.0000e+00
42 0.0000e+00 0.0000e+00 6.0483e-05 4.3805e-04 6.0483e-05 2.0000e-01 0.0000e+00
43 0.0000e+00 0.0000e+00 6.1201e-05 3.9619e-04 6.1201e-05 1.9966e-01 0.0000e+00
44 0.0000e+00 0.0000e+00 6.1845e-05 3.5850e-04 6.1845e-05 1.9937e-01 0.0000e+00
45 0.0000e+00 3.3800e-05 6.2421e-05 3.2456e-04 6.2421e-05 1.9911e-01 0.0000e+00
46 1.0000e-03 6.5200e-05 8.2266e-05 4.0629e-04 6.2935e-05 1.9876e-01 1.9332e-05
47 0.0000e+00 9.2300e-05 6.3613e-05 3.5587e-04 6.3613e-05 1.9847e-01 0.0000e+00
48 5.0000e-04 1.1300e-04 7.1052e-05 3.5939e-04 6.4197e-05 1.9817e-01 6.8551e-06
49 0.0000e+00 1.2500e-04 6.4792e-05 3.1919e-04 6.4792e-05 1.9792e-01 0.0000e+00
50 1.0000e-03 1.3050e-04 8.0561e-05 3.7602e-04 6.5309e-05 1.9761e-01 1.5252e-05
51 2.5000e-03 1.2500e-04 1.1335e-04 6.0729e-04 6.5946e-05 1.9707e-01 4.7408e-05
52 3.0000e-03 1.1300e-04 1.2459e-04 8.5464e-04 6.7071e-05 1.9628e-01 5.7522e-05
53 2.5000e-03 9.2300e-05 1.1650e-04 1.0097e-03 6.8743e-05 1.9534e-01 4.7759e-05
54 3.0000e-03 6.5200e-05 1.2897e-04 1.2138e-03 7.0794e-05 1.9420e-01 5.8177e-05
55 2.5000e-03 3.1600e-05 1.2208e-04 1.3348e-03 7.3368e-05 1.9293e-01 4.8715e-05
56 2.0000e-03 0.0000e+00 1.1570e-04 1.3919e-03 7.6318e-05 1.9162e-01 3.9383e-05
57 1.0000e-03 0.0000e+00 9.9529e-05 1.3310e-03 7.9522e-05 1.9037e-01 2.0008e-05
58 1.0000e-03 0.0000e+00 1.0270e-04 1.2890e-03 8.2693e-05 1.8916e-01 2.0008e-05
59 0.0000e+00 0.0000e+00 8.5870e-05 1.1298e-03 8.5870e-05 1.8812e-01 0.0000e+00
60 5.0000e-04 0.0000e+00 9.8721e-05 1.0644e-03 8.8717e-05 1.8714e-01 1.0004e-05
61 5.0000e-04 0.0000e+00 1.0147e-04 1.0031e-03 9.1464e-05 1.8623e-01 1.0004e-05
62 0.0000e+00 0.0000e+00 9.4107e-05 8.8532e-04 9.4107e-05 1.8544e-01 0.0000e+00
63 0.0000e+00 0.0000e+00 9.6463e-05 7.8752e-04 9.6463e-05 1.8475e-01 0.0000e+00
64 0.0000e+00 0.0000e+00 9.8569e-05 7.0211e-04 9.8569e-05 1.8414e-01 0.0000e+00
65 0.0000e+00 0.0000e+00 1.0045e-04 6.2695e-04 1.0045e-04 1.8362e-01 0.0000e+00
66 0.0000e+00 0.0000e+00 1.0211e-04 5.6051e-04 1.0211e-04 1.8316e-01 0.0000e+00
67 0.0000e+00 0.0000e+00 1.0359e-04 5.0162e-04 1.0359e-04 1.8276e-01 0.0000e+00
68 0.0000e+00 0.0000e+00 1.0488e-04 4.4932e-04 1.0488e-04 1.8242e-01 0.0000e+00
