Taegu Pyungkwang River Catchment: Calibration Data

Subcatchment : Extracted study basin: cat-10039

TL =     8.24
SUMAC =     1.00
SZQ =       0.03924
Subcatchment routing data:
Maximum Routing Delay       0.69444
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial BAL             -0.22879
Initial SBAR             0.22679
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
1 0.0000e+00 6.1900e-05 3.2800e-05 0.0000e+00 3.2800e-05 2.2682e-01 0.0000e+00
2 0.0000e+00 6.4700e-05 3.2766e-05 0.0000e+00 3.2766e-05 2.2685e-01 0.0000e+00
3 1.0000e-03 6.1900e-05 3.2733e-05 0.0000e+00 3.2733e-05 2.2688e-01 0.0000e+00
4 1.0000e-03 5.6000e-05 3.2699e-05 0.0000e+00 3.2699e-05 2.2692e-01 0.0000e+00
5 1.0000e-03 4.5700e-05 4.3283e-05 7.6447e-05 3.2666e-05 2.2687e-01 1.0617e-05
6 5.0000e-04 3.2300e-05 3.9038e-05 1.0886e-04 3.2711e-05 2.2680e-01 6.3277e-06
7 5.0000e-04 1.5600e-05 3.9303e-05 1.4045e-04 3.2789e-05 2.2669e-01 6.5144e-06
8 0.0000e+00 0.0000e+00 3.2899e-05 1.2180e-04 3.2899e-05 2.2660e-01 0.0000e+00
9 5.0000e-04 0.0000e+00 3.9738e-05 1.5705e-04 3.2991e-05 2.2648e-01 6.7470e-06
10 5.0000e-04 0.0000e+00 4.0083e-05 1.8764e-04 3.3119e-05 2.2632e-01 6.9643e-06
11 0.0000e+00 0.0000e+00 3.3279e-05 1.6442e-04 3.3279e-05 2.2619e-01 0.0000e+00
12 0.0000e+00 0.0000e+00 3.3416e-05 1.4701e-04 3.3416e-05 2.2608e-01 0.0000e+00
13 1.0000e-03 0.0000e+00 4.7463e-05 2.3295e-04 3.3535e-05 2.2588e-01 1.3929e-05
14 5.0000e-04 0.0000e+00 4.0709e-05 2.5301e-04 3.3744e-05 2.2566e-01 6.9643e-06
15 5.0000e-04 0.0000e+00 4.0941e-05 2.7345e-04 3.3976e-05 2.2542e-01 6.9643e-06
16 1.0000e-03 0.0000e+00 4.8160e-05 3.4277e-04 3.4231e-05 2.2511e-01 1.3929e-05
17 0.0000e+00 0.0000e+00 3.4563e-05 3.0029e-04 3.4563e-05 2.2484e-01 0.0000e+00
18 0.0000e+00 0.0000e+00 3.4851e-05 2.6880e-04 3.4851e-05 2.2461e-01 0.0000e+00
19 0.0000e+00 0.0000e+00 3.5107e-05 2.4180e-04 3.5107e-05 2.2440e-01 0.0000e+00
20 0.0000e+00 0.0000e+00 3.5335e-05 2.1815e-04 3.5335e-05 2.2422e-01 0.0000e+00
21 0.0000e+00 1.8000e-05 3.5537e-05 1.9721e-04 3.5537e-05 2.2406e-01 0.0000e+00
22 0.0000e+00 3.4800e-05 3.5717e-05 1.7856e-04 3.5717e-05 2.2392e-01 0.0000e+00
23 0.0000e+00 4.9200e-05 3.5877e-05 1.6188e-04 3.5877e-05 2.2379e-01 0.0000e+00
24 3.0000e-03 6.0200e-05 7.6384e-05 4.4374e-04 3.6018e-05 2.2338e-01 4.0366e-05
25 2.0000e-03 6.6600e-05 6.3499e-05 5.7693e-04 3.6480e-05 2.2284e-01 2.7019e-05
26 5.5000e-03 6.9600e-05 1.1278e-04 1.0605e-03 3.7102e-05 2.2182e-01 7.5679e-05
27 6.0000e-03 6.6600e-05 1.2345e-04 1.5201e-03 3.8307e-05 2.2034e-01 8.5142e-05
28 1.0000e-03 6.0200e-05 5.3124e-05 1.4150e-03 4.0123e-05 2.1896e-01 1.3001e-05
29 2.5000e-03 4.9200e-05 7.6733e-05 1.5118e-03 4.1884e-05 2.1749e-01 3.4848e-05
30 0.0000e+00 3.4800e-05 4.3853e-05 1.3358e-03 4.3853e-05 2.1620e-01 0.0000e+00
31 0.0000e+00 1.6800e-05 4.5660e-05 1.1982e-03 4.5660e-05 2.1505e-01 0.0000e+00
32 1.0000e-03 0.0000e+00 6.3694e-05 1.1727e-03 4.7334e-05 2.1392e-01 1.6360e-05
33 5.0000e-04 0.0000e+00 5.8125e-05 1.1032e-03 4.9028e-05 2.1287e-01 9.0961e-06
34 0.0000e+00 0.0000e+00 5.0670e-05 9.9024e-04 5.0670e-05 2.1193e-01 0.0000e+00
35 0.0000e+00 0.0000e+00 5.2180e-05 8.9262e-04 5.2180e-05 2.1109e-01 0.0000e+00
36 0.0000e+00 0.0000e+00 5.3569e-05 8.0559e-04 5.3569e-05 2.1034e-01 0.0000e+00
37 0.0000e+00 0.0000e+00 5.4843e-05 7.2770e-04 5.4843e-05 2.0966e-01 0.0000e+00
38 0.0000e+00 0.0000e+00 5.6008e-05 6.5781e-04 5.6008e-05 2.0906e-01 0.0000e+00
39 0.0000e+00 0.0000e+00 5.7071e-05 5.9498e-04 5.7071e-05 2.0852e-01 0.0000e+00
40 0.0000e+00 0.0000e+00 5.8039e-05 5.3841e-04 5.8039e-05 2.0804e-01 0.0000e+00
41 0.0000e+00 0.0000e+00 5.8917e-05 4.8744e-04 5.8917e-05 2.0761e-01 0.0000e+00
42 0.0000e+00 0.0000e+00 5.9711e-05 4.4147e-04 5.9711e-05 2.0723e-01 0.0000e+00
43 0.0000e+00 0.0000e+00 6.0428e-05 3.9999e-04 6.0428e-05 2.0689e-01 0.0000e+00
44 0.0000e+00 0.0000e+00 6.1072e-05 3.6254e-04 6.1072e-05 2.0659e-01 0.0000e+00
45 0.0000e+00 3.3800e-05 6.1650e-05 3.2872e-04 6.1650e-05 2.0632e-01 0.0000e+00
46 1.0000e-03 6.5200e-05 7.9744e-05 4.0583e-04 6.2167e-05 2.0598e-01 1.7577e-05
47 0.0000e+00 9.2300e-05 6.2838e-05 3.5745e-04 6.2838e-05 2.0569e-01 0.0000e+00
48 5.0000e-04 1.1300e-04 6.9652e-05 3.5954e-04 6.3419e-05 2.0539e-01 6.2330e-06
49 0.0000e+00 1.2500e-04 6.4009e-05 3.2045e-04 6.4009e-05 2.0513e-01 0.0000e+00
50 1.0000e-03 1.3050e-04 7.8392e-05 3.7409e-04 6.4524e-05 2.0482e-01 1.3868e-05
51 2.5000e-03 1.2500e-04 1.0826e-04 5.9607e-04 6.5151e-05 2.0429e-01 4.3107e-05
52 3.0000e-03 1.1300e-04 1.1854e-04 8.3503e-04 6.6241e-05 2.0352e-01 5.2303e-05
53 2.5000e-03 9.2300e-05 1.1128e-04 9.8564e-04 6.7852e-05 2.0261e-01 4.3425e-05
54 3.0000e-03 6.5200e-05 1.2272e-04 1.1833e-03 6.9826e-05 2.0149e-01 5.2898e-05
55 2.5000e-03 3.1600e-05 1.1659e-04 1.3019e-03 7.2299e-05 2.0026e-01 4.4295e-05
56 2.0000e-03 0.0000e+00 1.1094e-04 1.3589e-03 7.5131e-05 1.9898e-01 3.5810e-05
57 1.0000e-03 0.0000e+00 9.6398e-05 1.3023e-03 7.8206e-05 1.9776e-01 1.8192e-05
58 1.0000e-03 0.0000e+00 9.9448e-05 1.2642e-03 8.1256e-05 1.9657e-01 1.8192e-05
59 0.0000e+00 0.0000e+00 8.4316e-05 1.1125e-03 8.4316e-05 1.9554e-01 0.0000e+00
60 5.0000e-04 0.0000e+00 9.9216e-05 1.0489e-03 8.7069e-05 1.9458e-01 1.2147e-05
61 5.0000e-04 0.0000e+00 1.0187e-04 9.9024e-04 8.9726e-05 1.9368e-01 1.2147e-05
62 0.0000e+00 0.0000e+00 9.2286e-05 8.7936e-04 9.2286e-05 1.9290e-01 0.0000e+00
63 0.0000e+00 0.0000e+00 9.4584e-05 7.8561e-04 9.4584e-05 1.9220e-01 0.0000e+00
64 0.0000e+00 0.0000e+00 9.6649e-05 7.0287e-04 9.6649e-05 1.9160e-01 0.0000e+00
65 0.0000e+00 0.0000e+00 9.8498e-05 6.2953e-04 9.8498e-05 1.9107e-01 0.0000e+00
66 0.0000e+00 0.0000e+00 1.0015e-04 5.6436e-04 1.0015e-04 1.9060e-01 0.0000e+00
67 0.0000e+00 0.0000e+00 1.0161e-04 5.0631e-04 1.0161e-04 1.9020e-01 0.0000e+00
68 0.0000e+00 0.0000e+00 1.0290e-04 4.5454e-04 1.0290e-04 1.8985e-01 0.0000e+00
69 0.0000e+00 4.1400e-05 1.0404e-04 4.0830e-04 1.0404e-04 1.8954e-01 0.0000e+00
70 0.0000e+00 7.9800e-05 1.0503e-04 3.6698e-04 1.0503e-04 1.8928e-01 0.0000e+00
71 0.0000e+00 1.1290e-04 1.0590e-04 3.3000e-04 1.0590e-04 1.8906e-01 0.0000e+00
72 0.0000e+00 1.3830e-04 1.0664e-04 2.9691e-04 1.0664e-04 1.8887e-01 0.0000e+00
73 0.0000e+00 1.5300e-04 1.0728e-04 2.6726e-04 1.0728e-04 1.8871e-01 0.0000e+00
74 0.0000e+00 1.5980e-04 1.0781e-04 2.4068e-04 1.0781e-04 1.8857e-01 0.0000e+00
75 0.0000e+00 1.5300e-04 1.0826e-04 2.1685e-04 1.0826e-04 1.8846e-01 0.0000e+00
76 0.0000e+00 1.3830e-04 1.0863e-04 1.9547e-04 1.0863e-04 1.8838e-01 0.0000e+00
77 0.0000e+00 1.1290e-04 1.0893e-04 1.7627e-04 1.0893e-04 1.8831e-01 0.0000e+00
78 0.0000e+00 7.9800e-05 1.0916e-04 1.5903e-04 1.0916e-04 1.8826e-01 0.0000e+00
79 0.0000e+00 3.8700e-05 1.0933e-04 1.4353e-04 1.0933e-04 1.8823e-01 0.0000e+00
80 0.0000e+00 0.0000e+00 1.0944e-04 1.2960e-04 1.0944e-04 1.8821e-01 0.0000e+00
81 0.0000e+00 0.0000e+00 1.0951e-04 1.1707e-04 1.0951e-04 1.8820e-01 0.0000e+00
82 0.0000e+00 0.0000e+00 1.0954e-04 1.0579e-04 1.0954e-04 1.8820e-01 0.0000e+00
83 0.0000e+00 0.0000e+00 1.0952e-04 9.5637e-05 1.0952e-04 1.8822e-01 0.0000e+00
84 0.0000e+00 0.0000e+00 1.0948e-04 8.6493e-05 1.0948e-04 1.8824e-01 0.0000e+00
85 0.0000e+00 0.0000e+00 1.0940e-04 7.8252e-05 1.0940e-04 1.8827e-01 0.0000e+00
86 0.0000e+00 0.0000e+00 1.0929e-04 7.0824e-05 1.0929e-04 1.8831e-01 0.0000e+00
87 0.0000e+00 0.0000e+00 1.0916e-04 6.4125e-05 1.0916e-04 1.8835e-01 0.0000e+00
88 0.0000e+00 0.0000e+00 1.0901e-04 5.8080e-05 1.0901e-04 1.8840e-01 0.0000e+00
89 0.0000e+00 0.0000e+00 1.0883e-04 5.2624e-05 1.0883e-04 1.8846e-01 0.0000e+00
90 0.0000e+00 0.0000e+00 1.0864e-04 4.7697e-05 1.0864e-04 1.8852e-01 0.0000e+00
91 0.0000e+00 0.0000e+00 1.0844e-04 4.3247e-05 1.0844e-04 1.8859e-01 0.0000e+00
92 0.0000e+00 0.0000e+00 1.0822e-04 3.9225e-05 1.0822e-04 1.8866e-01 0.0000e+00
93 0.0000e+00 1.9100e-05 1.0798e-04 3.5588e-05 1.0798e-04 1.8873e-01 0.0000e+00
94 0.0000e+00 3.6800e-05 1.0774e-04 3.2300e-05 1.0774e-04 1.8880e-01 0.0000e+00
95 0.0000e+00 5.2100e-05 1.0748e-04 2.9325e-05 1.0748e-04 1.8888e-01 0.0000e+00
96 0.0000e+00 6.3800e-05 1.0722e-04 2.6632e-05 1.0722e-04 1.8896e-01 0.0000e+00
97 5.0000e-04 7.0600e-05 1.0695e-04 2.4193e-05 1.0695e-04 1.8905e-01 0.0000e+00
98 5.0000e-04 7.3700e-05 1.0668e-04 2.1985e-05 1.0668e-04 1.8913e-01 0.0000e+00
99 0.0000e+00 7.0600e-05 1.0639e-04 1.9984e-05 1.0639e-04 1.8922e-01 0.0000e+00
100 0.0000e+00 6.3800e-05 1.0611e-04 1.8171e-05 1.0611e-04 1.8930e-01 0.0000e+00
101 0.0000e+00 5.2100e-05 1.0582e-04 1.6527e-05 1.0582e-04 1.8939e-01 0.0000e+00
102 0.0000e+00 3.6800e-05 1.0552e-04 1.5036e-05 1.0552e-04 1.8948e-01 0.0000e+00
103 0.0000e+00 1.7800e-05 1.0522e-04 1.3683e-05 1.0522e-04 1.8958e-01 0.0000e+00
104 0.0000e+00 0.0000e+00 1.0492e-04 1.2455e-05 1.0492e-04 1.8967e-01 0.0000e+00
105 0.0000e+00 0.0000e+00 1.0462e-04 1.1341e-05 1.0462e-04 1.8976e-01 0.0000e+00
106 0.0000e+00 0.0000e+00 1.0432e-04 1.0329e-05 1.0432e-04 1.8986e-01 0.0000e+00
107 0.0000e+00 0.0000e+00 1.0401e-04 9.4095e-06 1.0401e-04 1.8995e-01 0.0000e+00
108 0.0000e+00 0.0000e+00 1.0370e-04 8.5742e-06 1.0370e-04 1.9005e-01 0.0000e+00
109 0.0000e+00 0.0000e+00 1.0340e-04 7.8145e-06 1.0340e-04 1.9014e-01 0.0000e+00
