1  1  1
Extracted study basin: cat-13509
30 1
0.112210 22.201279
0.000000 21.603054
0.000291 21.004829
0.000291 20.406604
0.000145 19.808379
0.000800 19.210154
0.000582 18.611928
0.000800 18.013703
0.001382 17.415478
0.001382 16.817253
0.002763 16.219028
0.002618 15.620803
0.005091 15.022578
0.008945 14.424353
0.007709 13.826128
0.009745 13.227903
0.012435 12.629678
0.014108 12.031453
0.022326 11.433228
0.030907 10.835003
0.047560 10.236778
0.073304 9.638553
0.099920 9.040328
0.137735 8.442103
0.156352 7.843878
0.121737 7.245653
0.081594 6.647428
0.035270 6.049203
0.011126 5.450978
0.000873 4.852753
6
0.0 0.1 0.138486 500.000000 0.292824 1000.000000 0.446178 1500.000000 0.721553 2000.000000 1.000000 2500.000000 
$mapfile.dat
