1  1  1
Extracted study basin: cat-12209
30 1
0.184583 20.515070
0.000208 19.980109
0.000208 19.445149
0.000208 18.910188
0.000000 18.375228
0.000208 17.840267
0.000208 17.305306
0.001250 16.770346
0.000625 16.235385
0.001667 15.700425
0.001458 15.165464
0.001458 14.630503
0.003125 14.095543
0.003333 13.560582
0.002708 13.025622
0.005417 12.490661
0.005625 11.955700
0.009167 11.420740
0.009583 10.885779
0.020625 10.350818
0.034792 9.815858
0.043125 9.280897
0.056250 8.745937
0.075208 8.210976
0.099792 7.676015
0.122083 7.141055
0.137292 6.606094
0.117708 6.071134
0.050417 5.536173
0.011667 5.001212
6
0.0 0.1 0.252458 500.000000 0.517929 1000.000000 0.644881 1500.000000 0.864662 2000.000000 1.000000 2500.000000 
$mapfile.dat
