Taegu Pyungkwang River Catchment: Calibration Data

Starting Subcatchment 1
Subcatchment : Extracted study basin: Taegu Pyungkwang River

TL =     5.45
SUMAC =     1.00
SZQ =       0.63446
Subcatchment routing data:
Maximum Routing Delay       0.41667
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial Balance BAL     -0.31784
Initial SBAR             0.31584
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
220 0.0000e+00 1.6380e-04 7.9726e-05 1.2529e-08 7.9726e-05 2.8750e-01 0.0000e+00
221 0.0000e+00 1.3380e-04 7.9527e-05 1.1760e-08 7.9527e-05 2.8758e-01 0.0000e+00
222 0.0000e+00 9.4600e-05 7.9330e-05 1.1039e-08 7.9330e-05 2.8766e-01 0.0000e+00
223 0.0000e+00 4.5800e-05 7.9134e-05 1.0363e-08 7.9134e-05 2.8774e-01 0.0000e+00
224 0.0000e+00 0.0000e+00 7.8938e-05 9.4007e-09 7.8938e-05 2.8782e-01 0.0000e+00
225 0.0000e+00 0.0000e+00 7.8744e-05 8.8283e-09 7.8744e-05 2.8790e-01 0.0000e+00
226 0.0000e+00 0.0000e+00 7.8550e-05 8.2911e-09 7.8550e-05 2.8798e-01 0.0000e+00
227 0.0000e+00 0.0000e+00 7.8358e-05 7.7870e-09 7.8358e-05 2.8805e-01 0.0000e+00
228 0.0000e+00 0.0000e+00 7.8166e-05 7.3138e-09 7.8166e-05 2.8813e-01 0.0000e+00
229 0.0000e+00 0.0000e+00 7.7975e-05 6.8696e-09 7.7975e-05 2.8821e-01 0.0000e+00
230 0.0000e+00 0.0000e+00 7.7786e-05 5.9617e-09 7.7786e-05 2.8829e-01 0.0000e+00
231 0.0000e+00 0.0000e+00 7.7597e-05 5.6032e-09 7.7597e-05 2.8837e-01 0.0000e+00
232 0.0000e+00 0.0000e+00 7.7409e-05 5.2666e-09 7.7409e-05 2.8844e-01 0.0000e+00
233 0.0000e+00 0.0000e+00 7.7222e-05 4.9503e-09 7.7222e-05 2.8852e-01 0.0000e+00
234 0.0000e+00 0.0000e+00 7.7036e-05 4.6533e-09 7.7036e-05 2.8860e-01 0.0000e+00
235 0.0000e+00 0.0000e+00 7.6850e-05 4.3743e-09 7.6850e-05 2.8867e-01 0.0000e+00
236 0.0000e+00 0.0000e+00 7.6666e-05 3.4644e-09 7.6666e-05 2.8875e-01 0.0000e+00
237 0.0000e+00 5.1700e-05 7.6483e-05 3.2600e-09 7.6483e-05 2.8883e-01 0.0000e+00
238 0.0000e+00 9.9800e-05 7.6300e-05 3.0679e-09 7.6300e-05 2.8890e-01 0.0000e+00
239 0.0000e+00 1.4120e-04 7.6118e-05 2.8872e-09 7.6118e-05 2.8898e-01 0.0000e+00
240 0.0000e+00 1.7290e-04 7.5938e-05 2.7173e-09 7.5938e-05 2.8906e-01 0.0000e+00
241 5.0000e-04 1.9130e-04 7.5758e-05 2.5574e-09 7.5758e-05 2.8913e-01 0.0000e+00
242 1.0000e-03 1.9970e-04 7.5578e-05 2.4071e-09 7.5578e-05 2.8921e-01 0.0000e+00
243 0.0000e+00 1.9130e-04 7.5400e-05 1.5746e-09 7.5400e-05 2.8928e-01 0.0000e+00
244 0.0000e+00 1.7290e-04 7.5223e-05 1.4849e-09 7.5223e-05 2.8936e-01 0.0000e+00
245 0.0000e+00 1.4120e-04 7.5046e-05 1.4003e-09 7.5046e-05 2.8943e-01 0.0000e+00
246 0.0000e+00 9.9800e-05 7.4870e-05 1.3207e-09 7.4870e-05 2.8951e-01 0.0000e+00
247 0.0000e+00 4.8300e-05 7.4695e-05 1.2456e-09 7.4695e-05 2.8958e-01 0.0000e+00
248 0.0000e+00 0.0000e+00 7.4521e-05 1.1749e-09 7.4521e-05 2.8966e-01 0.0000e+00
249 0.0000e+00 0.0000e+00 7.4348e-05 6.6591e-10 7.4348e-05 2.8973e-01 0.0000e+00
250 0.0000e+00 0.0000e+00 7.4175e-05 6.2990e-10 7.4175e-05 2.8981e-01 0.0000e+00
251 0.0000e+00 0.0000e+00 7.4004e-05 5.9587e-10 7.4004e-05 2.8988e-01 0.0000e+00
252 0.0000e+00 0.0000e+00 7.3833e-05 5.6370e-10 7.3833e-05 2.8995e-01 0.0000e+00
253 1.0000e-03 0.0000e+00 7.3663e-05 5.3329e-10 7.3663e-05 2.9003e-01 0.0000e+00
254 0.0000e+00 0.0000e+00 7.3493e-05 5.0454e-10 7.3493e-05 2.9010e-01 0.0000e+00
255 0.0000e+00 0.0000e+00 7.3325e-05 3.5582e-10 7.3325e-05 2.9017e-01 0.0000e+00
256 0.0000e+00 0.0000e+00 7.3157e-05 3.3728e-10 7.3157e-05 2.9025e-01 0.0000e+00
257 0.0000e+00 0.0000e+00 7.2990e-05 3.1972e-10 7.2990e-05 2.9032e-01 0.0000e+00
258 0.0000e+00 0.0000e+00 7.2823e-05 3.0309e-10 7.2823e-05 2.9039e-01 0.0000e+00
259 0.0000e+00 0.0000e+00 7.2658e-05 2.8733e-10 7.2658e-05 2.9047e-01 0.0000e+00
260 0.0000e+00 0.0000e+00 7.2493e-05 2.7240e-10 7.2493e-05 2.9054e-01 0.0000e+00
261 0.0000e+00 7.5200e-05 7.2329e-05 2.5826e-10 7.2329e-05 2.9061e-01 0.0000e+00
262 1.0000e-03 1.4510e-04 7.2166e-05 1.8403e-10 7.2166e-05 2.9068e-01 0.0000e+00
263 0.0000e+00 2.0520e-04 7.2003e-05 1.7481e-10 7.2003e-05 2.9075e-01 0.0000e+00
264 0.0000e+00 2.5130e-04 7.1841e-05 1.6606e-10 7.1841e-05 2.9083e-01 0.0000e+00
265 0.0000e+00 2.7800e-04 7.1680e-05 1.5776e-10 7.1680e-05 2.9090e-01 0.0000e+00
266 0.0000e+00 2.9030e-04 7.1520e-05 1.4987e-10 7.1520e-05 2.9097e-01 0.0000e+00
267 0.0000e+00 2.7800e-04 7.1360e-05 1.4239e-10 7.1360e-05 2.9104e-01 0.0000e+00
268 0.0000e+00 2.5130e-04 7.1201e-05 1.0082e-10 7.1201e-05 2.9111e-01 0.0000e+00
269 0.0000e+00 2.0520e-04 7.1043e-05 9.5989e-11 7.1043e-05 2.9118e-01 0.0000e+00
270 0.0000e+00 1.4510e-04 7.0885e-05 9.1389e-11 7.0885e-05 2.9125e-01 0.0000e+00
271 0.0000e+00 7.0200e-05 7.0729e-05 8.7011e-11 7.0729e-05 2.9132e-01 0.0000e+00
272 0.0000e+00 0.0000e+00 7.0572e-05 8.2845e-11 7.0572e-05 2.9140e-01 0.0000e+00
273 0.0000e+00 0.0000e+00 7.0417e-05 7.8881e-11 7.0417e-05 2.9147e-01 0.0000e+00
274 0.0000e+00 0.0000e+00 7.0262e-05 6.1979e-11 7.0262e-05 2.9154e-01 0.0000e+00
275 0.0000e+00 0.0000e+00 7.0108e-05 5.9097e-11 7.0108e-05 2.9161e-01 0.0000e+00
276 0.0000e+00 0.0000e+00 6.9955e-05 5.6351e-11 6.9955e-05 2.9168e-01 0.0000e+00
277 0.0000e+00 0.0000e+00 6.9802e-05 5.3733e-11 6.9802e-05 2.9175e-01 0.0000e+00
278 0.0000e+00 0.0000e+00 6.9650e-05 5.1237e-11 6.9650e-05 2.9182e-01 0.0000e+00
279 0.0000e+00 0.0000e+00 6.9498e-05 4.8858e-11 6.9498e-05 2.9188e-01 0.0000e+00
280 0.0000e+00 0.0000e+00 6.9348e-05 4.6590e-11 6.9348e-05 2.9195e-01 0.0000e+00
281 0.0000e+00 0.0000e+00 6.9197e-05 3.9259e-11 6.9197e-05 2.9202e-01 0.0000e+00
282 0.0000e+00 0.0000e+00 6.9048e-05 3.7470e-11 6.9048e-05 2.9209e-01 0.0000e+00
283 1.0000e-03 0.0000e+00 6.8899e-05 3.5763e-11 6.8899e-05 2.9216e-01 0.0000e+00
284 5.0000e-04 0.0000e+00 6.8751e-05 3.4134e-11 6.8751e-05 2.9223e-01 0.0000e+00
285 2.5000e-03 2.4400e-05 6.8603e-05 1.1096e-05 6.8603e-05 2.9229e-01 0.0000e+00
286 6.0000e-03 4.7000e-05 6.8480e-05 4.2341e-04 6.8480e-05 2.9193e-01 0.0000e+00
287 4.0000e-03 6.6500e-05 6.9244e-05 6.6794e-04 6.9244e-05 2.9133e-01 0.0000e+00
288 1.5000e-03 8.1400e-05 7.0552e-05 7.2198e-04 7.0552e-05 2.9068e-01 0.0000e+00
289 0.0000e+00 9.0100e-05 7.2003e-05 6.7298e-04 7.2003e-05 2.9008e-01 0.0000e+00
290 0.0000e+00 9.4000e-05 7.3368e-05 6.2712e-04 7.3368e-05 2.8953e-01 0.0000e+00
291 5.0000e-04 9.0100e-05 7.4648e-05 6.0062e-04 7.4648e-05 2.8900e-01 0.0000e+00
292 0.0000e+00 8.1400e-05 7.5885e-05 5.5944e-04 7.5885e-05 2.8852e-01 0.0000e+00
293 0.0000e+00 6.6500e-05 7.7041e-05 5.2095e-04 7.7041e-05 2.8807e-01 0.0000e+00
294 1.5000e-03 4.7000e-05 7.8117e-05 5.7358e-04 7.8117e-05 2.8758e-01 0.0000e+00
295 1.0000e-03 2.2800e-05 7.9336e-05 6.0103e-04 7.9336e-05 2.8706e-01 0.0000e+00
296 0.0000e+00 0.0000e+00 8.0640e-05 5.5958e-04 8.0640e-05 2.8658e-01 0.0000e+00
297 0.0000e+00 0.0000e+00 8.1856e-05 5.2087e-04 8.1856e-05 2.8614e-01 0.0000e+00
298 0.0000e+00 0.0000e+00 8.2987e-05 4.8474e-04 8.2987e-05 2.8574e-01 0.0000e+00
299 0.0000e+00 0.0000e+00 8.4035e-05 4.5102e-04 8.4035e-05 2.8537e-01 0.0000e+00
300 0.0000e+00 0.0000e+00 8.5004e-05 4.1958e-04 8.5004e-05 2.8504e-01 0.0000e+00
301 0.0000e+00 0.0000e+00 8.5898e-05 3.9027e-04 8.5898e-05 2.8473e-01 0.0000e+00
302 0.0000e+00 0.0000e+00 8.6719e-05 3.6296e-04 8.6719e-05 2.8446e-01 0.0000e+00
303 0.0000e+00 0.0000e+00 8.7471e-05 3.3752e-04 8.7471e-05 2.8421e-01 0.0000e+00
304 0.0000e+00 0.0000e+00 8.8157e-05 3.1383e-04 8.8157e-05 2.8398e-01 0.0000e+00
305 0.0000e+00 0.0000e+00 8.8781e-05 2.9177e-04 8.8781e-05 2.8378e-01 0.0000e+00
306 0.0000e+00 0.0000e+00 8.9346e-05 2.7125e-04 8.9346e-05 2.8359e-01 0.0000e+00
307 0.0000e+00 0.0000e+00 8.9855e-05 2.5214e-04 8.9855e-05 2.8343e-01 0.0000e+00
308 0.0000e+00 0.0000e+00 9.0312e-05 2.3438e-04 9.0312e-05 2.8329e-01 0.0000e+00
309 0.0000e+00 2.8800e-05 9.0719e-05 2.1785e-04 9.0719e-05 2.8316e-01 0.0000e+00
310 5.0000e-04 5.5500e-05 9.1080e-05 2.3450e-04 9.1080e-05 2.8302e-01 0.0000e+00
311 0.0000e+00 7.8500e-05 9.1490e-05 2.1793e-04 9.1490e-05 2.8289e-01 0.0000e+00
312 0.0000e+00 9.6200e-05 9.1852e-05 2.0253e-04 9.1852e-05 2.8278e-01 0.0000e+00
313 0.0000e+00 1.0640e-04 9.2170e-05 1.8821e-04 9.2170e-05 2.8268e-01 0.0000e+00
314 0.0000e+00 1.1110e-04 9.2447e-05 1.7490e-04 9.2447e-05 2.8260e-01 0.0000e+00
315 0.0000e+00 1.0640e-04 9.2686e-05 1.6253e-04 9.2686e-05 2.8253e-01 0.0000e+00
316 0.0000e+00 9.6200e-05 9.2888e-05 1.5104e-04 9.2888e-05 2.8247e-01 0.0000e+00
317 5.0000e-04 7.8500e-05 9.3057e-05 1.4035e-04 9.3057e-05 2.8243e-01 0.0000e+00
318 1.0000e-03 5.5500e-05 9.3195e-05 1.8592e-04 9.3195e-05 2.8233e-01 0.0000e+00
319 5.0000e-04 2.6900e-05 9.3465e-05 2.0455e-04 9.3465e-05 2.8222e-01 0.0000e+00
320 0.0000e+00 0.0000e+00 9.3790e-05 1.9002e-04 9.3790e-05 2.8213e-01 0.0000e+00
321 0.0000e+00 0.0000e+00 9.4073e-05 1.7651e-04 9.4073e-05 2.8204e-01 0.0000e+00
322 1.0000e-03 0.0000e+00 9.4315e-05 2.3373e-04 9.4315e-05 2.8191e-01 0.0000e+00
323 1.0000e-03 0.0000e+00 9.4727e-05 2.8881e-04 9.4727e-05 2.8171e-01 0.0000e+00
324 0.0000e+00 0.0000e+00 9.5303e-05 2.6824e-04 9.5303e-05 2.8154e-01 0.0000e+00
325 0.0000e+00 0.0000e+00 9.5820e-05 2.4912e-04 9.5820e-05 2.8138e-01 0.0000e+00
326 0.0000e+00 0.0000e+00 9.6280e-05 2.3135e-04 9.6280e-05 2.8125e-01 0.0000e+00
327 0.0000e+00 0.0000e+00 9.6687e-05 2.1484e-04 9.6687e-05 2.8113e-01 0.0000e+00
328 0.0000e+00 0.0000e+00 9.7045e-05 1.9950e-04 9.7045e-05 2.8103e-01 0.0000e+00
329 0.0000e+00 0.0000e+00 9.7356e-05 1.8525e-04 9.7356e-05 2.8094e-01 0.0000e+00
330 0.0000e+00 0.0000e+00 9.7624e-05 1.7202e-04 9.7624e-05 2.8087e-01 0.0000e+00
331 0.0000e+00 0.0000e+00 9.7851e-05 1.5973e-04 9.7851e-05 2.8080e-01 0.0000e+00
332 0.0000e+00 0.0000e+00 9.8041e-05 1.4832e-04 9.8041e-05 2.8075e-01 0.0000e+00
333 0.0000e+00 1.1200e-05 9.8195e-05 1.3772e-04 9.8195e-05 2.8072e-01 0.0000e+00
334 0.0000e+00 2.1600e-05 9.8316e-05 1.2789e-04 9.8316e-05 2.8069e-01 0.0000e+00
335 0.0000e+00 3.0600e-05 9.8407e-05 1.1875e-04 9.8407e-05 2.8067e-01 0.0000e+00
336 0.0000e+00 3.7400e-05 9.8470e-05 1.1028e-04 9.8470e-05 2.8065e-01 0.0000e+00
337 0.0000e+00 4.1400e-05 9.8506e-05 1.0241e-04 9.8506e-05 2.8065e-01 0.0000e+00
338 5.0000e-04 4.3200e-05 9.8518e-05 1.2090e-04 9.8518e-05 2.8063e-01 0.0000e+00
339 5.0000e-04 4.1400e-05 9.8587e-05 1.4517e-04 9.8587e-05 2.8058e-01 0.0000e+00
340 1.5000e-03 3.7400e-05 9.8730e-05 2.3989e-04 9.8730e-05 2.8044e-01 0.0000e+00
341 1.5000e-03 3.0600e-05 9.9167e-05 3.2814e-04 9.9167e-05 2.8021e-01 0.0000e+00
342 1.0000e-03 2.1600e-05 9.9879e-05 3.7458e-04 9.9879e-05 2.7994e-01 0.0000e+00
343 5.0000e-04 1.0500e-05 1.0074e-04 3.8231e-04 1.0074e-04 2.7965e-01 0.0000e+00
344 1.0000e-03 0.0000e+00 1.0163e-04 4.2647e-04 1.0163e-04 2.7933e-01 0.0000e+00
345 5.0000e-04 0.0000e+00 1.0267e-04 4.3214e-04 1.0267e-04 2.7900e-01 0.0000e+00
346 0.0000e+00 0.0000e+00 1.0373e-04 4.0117e-04 1.0373e-04 2.7870e-01 0.0000e+00
347 0.0000e+00 0.0000e+00 1.0470e-04 3.7237e-04 1.0470e-04 2.7843e-01 0.0000e+00
348 0.0000e+00 0.0000e+00 1.0558e-04 3.4559e-04 1.0558e-04 2.7819e-01 0.0000e+00
349 0.0000e+00 0.0000e+00 1.0637e-04 3.2070e-04 1.0637e-04 2.7798e-01 0.0000e+00
350 0.0000e+00 0.0000e+00 1.0709e-04 2.9758e-04 1.0709e-04 2.7779e-01 0.0000e+00
351 0.0000e+00 0.0000e+00 1.0773e-04 2.7610e-04 1.0773e-04 2.7762e-01 0.0000e+00
352 0.0000e+00 0.0000e+00 1.0830e-04 2.5615e-04 1.0830e-04 2.7747e-01 0.0000e+00
353 5.0000e-04 0.0000e+00 1.0880e-04 2.7409e-04 1.0880e-04 2.7731e-01 0.0000e+00
354 0.0000e+00 0.0000e+00 1.0936e-04 2.5426e-04 1.0936e-04 2.7716e-01 0.0000e+00
355 0.0000e+00 0.0000e+00 1.0986e-04 2.3586e-04 1.0986e-04 2.7704e-01 0.0000e+00
356 0.0000e+00 0.0000e+00 1.1029e-04 2.1878e-04 1.1029e-04 2.7693e-01 0.0000e+00
357 0.0000e+00 7.2300e-05 1.1066e-04 2.0293e-04 1.1066e-04 2.7684e-01 0.0000e+00
358 0.0000e+00 1.3960e-04 1.1098e-04 1.8822e-04 1.1098e-04 2.7676e-01 0.0000e+00
359 0.0000e+00 1.9750e-04 1.1125e-04 1.7458e-04 1.1125e-04 2.7670e-01 0.0000e+00
360 0.0000e+00 2.4180e-04 1.1147e-04 1.6193e-04 1.1147e-04 2.7665e-01 0.0000e+00
361 0.0000e+00 2.6750e-04 1.1165e-04 1.5019e-04 1.1165e-04 2.7661e-01 0.0000e+00
362 0.0000e+00 2.7930e-04 1.1178e-04 1.3931e-04 1.1178e-04 2.7658e-01 0.0000e+00
363 0.0000e+00 2.6750e-04 1.1188e-04 1.2921e-04 1.1188e-04 2.7656e-01 0.0000e+00
364 0.0000e+00 2.4180e-04 1.1194e-04 1.1985e-04 1.1194e-04 2.7655e-01 0.0000e+00
365 0.0000e+00 1.9750e-04 1.1197e-04 1.1118e-04 1.1197e-04 2.7656e-01 0.0000e+00
366 0.0000e+00 1.3960e-04 1.1196e-04 1.0313e-04 1.1196e-04 2.7656e-01 0.0000e+00
367 0.0000e+00 6.7600e-05 1.1193e-04 9.5672e-05 1.1193e-04 2.7658e-01 0.0000e+00
368 0.0000e+00 0.0000e+00 1.1188e-04 8.8756e-05 1.1188e-04 2.7660e-01 0.0000e+00
369 0.0000e+00 0.0000e+00 1.1180e-04 8.2345e-05 1.1180e-04 2.7663e-01 0.0000e+00
370 0.0000e+00 0.0000e+00 1.1169e-04 7.6400e-05 1.1169e-04 2.7667e-01 0.0000e+00
371 0.0000e+00 0.0000e+00 1.1157e-04 7.0888e-05 1.1157e-04 2.7671e-01 0.0000e+00
372 0.0000e+00 0.0000e+00 1.1143e-04 6.5778e-05 1.1143e-04 2.7675e-01 0.0000e+00
373 5.0000e-04 0.0000e+00 1.1127e-04 6.1040e-05 1.1127e-04 2.7680e-01 0.0000e+00
374 7.5000e-03 0.0000e+00 1.1110e-04 4.8985e-04 1.1110e-04 2.7643e-01 0.0000e+00
375 4.5000e-03 0.0000e+00 1.1242e-04 7.8373e-04 1.1242e-04 2.7575e-01 0.0000e+00
376 2.5000e-03 0.0000e+00 1.1480e-04 9.1108e-04 1.1480e-04 2.7496e-01 0.0000e+00
377 5.0000e-04 0.0000e+00 1.1769e-04 8.8294e-04 1.1769e-04 2.7419e-01 0.0000e+00
378 0.0000e+00 0.0000e+00 1.2054e-04 8.1977e-04 1.2054e-04 2.7349e-01 0.0000e+00
379 0.0000e+00 0.0000e+00 1.2321e-04 7.6082e-04 1.2321e-04 2.7286e-01 0.0000e+00
380 0.0000e+00 0.0000e+00 1.2568e-04 7.0585e-04 1.2568e-04 2.7228e-01 0.0000e+00
381 0.0000e+00 1.7400e-05 1.2798e-04 6.5463e-04 1.2798e-04 2.7175e-01 0.0000e+00
382 0.0000e+00 3.3600e-05 1.3011e-04 6.0695e-04 1.3011e-04 2.7127e-01 0.0000e+00
383 1.0000e-03 4.7500e-05 1.3206e-04 6.3340e-04 1.3206e-04 2.7077e-01 0.0000e+00
384 1.0000e-03 5.8200e-05 1.3415e-04 6.5827e-04 1.3415e-04 2.7025e-01 0.0000e+00
385 0.0000e+00 6.4300e-05 1.3636e-04 6.1008e-04 1.3636e-04 2.6977e-01 0.0000e+00
386 5.0000e-04 6.7200e-05 1.3840e-04 5.9359e-04 1.3840e-04 2.6932e-01 0.0000e+00
387 0.0000e+00 6.4300e-05 1.4038e-04 5.4989e-04 1.4038e-04 2.6891e-01 0.0000e+00
388 0.0000e+00 5.8200e-05 1.4219e-04 5.0929e-04 1.4219e-04 2.6854e-01 0.0000e+00
389 0.0000e+00 4.7500e-05 1.4383e-04 4.7159e-04 1.4383e-04 2.6821e-01 0.0000e+00
390 5.0000e-04 3.3600e-05 1.4531e-04 4.5646e-04 1.4531e-04 2.6790e-01 0.0000e+00
391 0.0000e+00 1.6300e-05 1.4673e-04 4.2254e-04 1.4673e-04 2.6763e-01 0.0000e+00
392 5.0000e-04 0.0000e+00 1.4800e-04 4.2512e-04 1.4800e-04 2.6735e-01 0.0000e+00
393 5.0000e-04 0.0000e+00 1.4928e-04 4.3129e-04 1.4928e-04 2.6707e-01 0.0000e+00
394 0.0000e+00 0.0000e+00 1.5061e-04 3.9910e-04 1.5061e-04 2.6682e-01 0.0000e+00
395 0.0000e+00 0.0000e+00 1.5178e-04 3.6926e-04 1.5178e-04 2.6660e-01 0.0000e+00
396 0.0000e+00 0.0000e+00 1.5282e-04 3.4161e-04 1.5282e-04 2.6641e-01 0.0000e+00
397 0.0000e+00 0.0000e+00 1.5372e-04 3.1601e-04 1.5372e-04 2.6625e-01 0.0000e+00
398 0.0000e+00 0.0000e+00 1.5450e-04 2.9230e-04 1.5450e-04 2.6611e-01 0.0000e+00
399 0.0000e+00 0.0000e+00 1.5517e-04 2.7035e-04 1.5517e-04 2.6600e-01 0.0000e+00
400 0.0000e+00 0.0000e+00 1.5573e-04 2.5004e-04 1.5573e-04 2.6590e-01 0.0000e+00
401 0.0000e+00 0.0000e+00 1.5619e-04 2.3124e-04 1.5619e-04 2.6583e-01 0.0000e+00
402 1.0000e-03 0.0000e+00 1.5655e-04 2.9003e-04 1.5655e-04 2.6569e-01 0.0000e+00
403 0.0000e+00 0.0000e+00 1.5721e-04 2.6817e-04 1.5721e-04 2.6558e-01 0.0000e+00
404 0.0000e+00 0.0000e+00 1.5775e-04 2.4794e-04 1.5775e-04 2.6549e-01 0.0000e+00
405 5.0000e-04 2.4600e-05 1.5820e-04 2.6737e-04 1.5820e-04 2.6538e-01 0.0000e+00
406 5.0000e-04 4.7400e-05 1.5874e-04 2.8345e-04 1.5874e-04 2.6526e-01 0.0000e+00
407 0.0000e+00 6.7100e-05 1.5936e-04 2.6202e-04 1.5936e-04 2.6516e-01 0.0000e+00
408 5.0000e-04 8.2200e-05 1.5987e-04 2.7164e-04 1.5987e-04 2.6505e-01 0.0000e+00
409 0.0000e+00 9.0900e-05 1.6043e-04 2.5107e-04 1.6043e-04 2.6495e-01 0.0000e+00
410 0.0000e+00 9.5000e-05 1.6089e-04 2.3205e-04 1.6089e-04 2.6488e-01 0.0000e+00
411 0.0000e+00 9.0900e-05 1.6124e-04 2.1447e-04 1.6124e-04 2.6483e-01 0.0000e+00
412 0.0000e+00 8.2200e-05 1.6151e-04 1.9822e-04 1.6151e-04 2.6479e-01 0.0000e+00
413 0.0000e+00 6.7100e-05 1.6170e-04 1.8320e-04 1.6170e-04 2.6477e-01 0.0000e+00
414 0.0000e+00 4.7400e-05 1.6181e-04 1.6932e-04 1.6181e-04 2.6476e-01 0.0000e+00
415 0.0000e+00 2.3000e-05 1.6184e-04 1.5650e-04 1.6184e-04 2.6477e-01 0.0000e+00
416 0.0000e+00 0.0000e+00 1.6182e-04 1.4465e-04 1.6182e-04 2.6479e-01 0.0000e+00
417 0.0000e+00 0.0000e+00 1.6173e-04 1.3370e-04 1.6173e-04 2.6482e-01 0.0000e+00
418 0.0000e+00 0.0000e+00 1.6159e-04 1.2359e-04 1.6159e-04 2.6485e-01 0.0000e+00
419 0.0000e+00 0.0000e+00 1.6140e-04 1.1425e-04 1.6140e-04 2.6490e-01 0.0000e+00
420 0.0000e+00 0.0000e+00 1.6116e-04 1.0563e-04 1.6116e-04 2.6496e-01 0.0000e+00
421 0.0000e+00 0.0000e+00 1.6088e-04 9.7655e-05 1.6088e-04 2.6502e-01 0.0000e+00
422 0.0000e+00 0.0000e+00 1.6056e-04 9.0293e-05 1.6056e-04 2.6509e-01 0.0000e+00
423 0.0000e+00 0.0000e+00 1.6021e-04 8.3492e-05 1.6021e-04 2.6517e-01 0.0000e+00
424 0.0000e+00 0.0000e+00 1.5983e-04 7.7210e-05 1.5983e-04 2.6525e-01 0.0000e+00
425 0.0000e+00 0.0000e+00 1.5942e-04 7.1406e-05 1.5942e-04 2.6534e-01 0.0000e+00
426 0.0000e+00 0.0000e+00 1.5898e-04 6.6044e-05 1.5898e-04 2.6543e-01 0.0000e+00
427 5.0000e-04 0.0000e+00 1.5852e-04 6.1091e-05 1.5852e-04 2.6553e-01 0.0000e+00
428 2.0000e-03 0.0000e+00 1.5803e-04 2.0326e-04 1.5803e-04 2.6548e-01 0.0000e+00
429 3.0000e-03 3.2600e-05 1.5826e-04 4.1658e-04 1.5826e-04 2.6522e-01 0.0000e+00
430 2.0000e-03 6.2900e-05 1.5954e-04 5.3516e-04 1.5954e-04 2.6485e-01 0.0000e+00
431 1.0000e-03 8.9000e-05 1.6142e-04 5.6634e-04 1.6142e-04 2.6444e-01 0.0000e+00
432 0.0000e+00 1.0900e-04 1.6348e-04 5.2351e-04 1.6348e-04 2.6408e-01 0.0000e+00
433 5.0000e-04 1.2060e-04 1.6533e-04 5.0699e-04 1.6533e-04 2.6374e-01 0.0000e+00
434 0.0000e+00 1.2590e-04 1.6710e-04 4.6849e-04 1.6710e-04 2.6344e-01 0.0000e+00
435 0.0000e+00 1.2060e-04 1.6869e-04 4.3284e-04 1.6869e-04 2.6318e-01 0.0000e+00
436 0.0000e+00 1.0900e-04 1.7008e-04 3.9984e-04 1.7008e-04 2.6295e-01 0.0000e+00
437 3.5000e-03 8.9000e-05 1.7131e-04 6.0236e-04 1.7131e-04 2.6251e-01 0.0000e+00
438 0.0000e+00 6.2900e-05 1.7363e-04 5.5661e-04 1.7363e-04 2.6213e-01 0.0000e+00
439 0.0000e+00 3.0500e-05 1.7572e-04 5.1421e-04 1.7572e-04 2.6179e-01 0.0000e+00
440 0.0000e+00 0.0000e+00 1.7759e-04 4.7494e-04 1.7759e-04 2.6150e-01 0.0000e+00
441 0.0000e+00 0.0000e+00 1.7925e-04 4.3858e-04 1.7925e-04 2.6124e-01 0.0000e+00
442 0.0000e+00 0.0000e+00 1.8071e-04 4.0495e-04 1.8071e-04 2.6101e-01 0.0000e+00
443 0.0000e+00 0.0000e+00 1.8198e-04 3.7385e-04 1.8198e-04 2.6082e-01 0.0000e+00
444 5.0000e-04 0.0000e+00 1.8307e-04 3.6978e-04 1.8307e-04 2.6063e-01 0.0000e+00
445 0.0000e+00 0.0000e+00 1.8414e-04 3.4132e-04 1.8414e-04 2.6048e-01 0.0000e+00
446 0.0000e+00 0.0000e+00 1.8505e-04 3.1501e-04 1.8505e-04 2.6035e-01 0.0000e+00
447 0.0000e+00 0.0000e+00 1.8580e-04 2.9072e-04 1.8580e-04 2.6024e-01 0.0000e+00
448 0.0000e+00 0.0000e+00 1.8641e-04 2.6829e-04 1.8641e-04 2.6016e-01 0.0000e+00
449 0.0000e+00 0.0000e+00 1.8689e-04 2.4758e-04 1.8689e-04 2.6010e-01 0.0000e+00
450 0.0000e+00 0.0000e+00 1.8725e-04 2.2846e-04 1.8725e-04 2.6006e-01 0.0000e+00
451 0.0000e+00 0.0000e+00 1.8749e-04 2.1082e-04 1.8749e-04 2.6003e-01 0.0000e+00
452 5.0000e-04 0.0000e+00 1.8763e-04 2.3350e-04 1.8763e-04 2.5999e-01 0.0000e+00
453 0.0000e+00 2.2400e-05 1.8789e-04 2.1544e-04 1.8789e-04 2.5996e-01 0.0000e+00
454 0.0000e+00 4.3300e-05 1.8806e-04 1.9878e-04 1.8806e-04 2.5995e-01 0.0000e+00
455 0.0000e+00 6.1200e-05 1.8812e-04 1.8341e-04 1.8812e-04 2.5996e-01 0.0000e+00
456 0.0000e+00 7.5000e-05 1.8809e-04 1.6923e-04 1.8809e-04 2.5997e-01 0.0000e+00
