Taegu Pyungkwang River Catchment: Calibration Data

Starting Subcatchment 1
Subcatchment : Extracted study basin: Taegu Pyungkwang River

TL =     5.45
SUMAC =     1.00
SZQ =       0.63446
Subcatchment routing data:
Maximum Routing Delay       0.41667
Sum of Histogram ordinates:     1.0000
     1.00000 
Initial Balance BAL     -0.31784
Initial SBAR             0.31584
Initial SR0              0.00200
it      p        ep       q(it)       quz      q       sbar       qof
457 0.0000e+00 8.3000e-05 1.8798e-04 1.5616e-04 1.8798e-04 2.6001e-01 0.0000e+00
458 0.0000e+00 8.6600e-05 1.8779e-04 1.4410e-04 1.8779e-04 2.6005e-01 0.0000e+00
459 0.0000e+00 8.3000e-05 1.8754e-04 1.3298e-04 1.8754e-04 2.6010e-01 0.0000e+00
460 0.0000e+00 7.5000e-05 1.8722e-04 1.2273e-04 1.8722e-04 2.6017e-01 0.0000e+00
461 0.0000e+00 6.1200e-05 1.8684e-04 1.1327e-04 1.8684e-04 2.6024e-01 0.0000e+00
462 0.0000e+00 4.3300e-05 1.8641e-04 1.0455e-04 1.8641e-04 2.6032e-01 0.0000e+00
463 0.0000e+00 2.1000e-05 1.8594e-04 9.6513e-05 1.8594e-04 2.6041e-01 0.0000e+00
464 0.0000e+00 0.0000e+00 1.8542e-04 8.9099e-05 1.8542e-04 2.6051e-01 0.0000e+00
465 1.0000e-03 0.0000e+00 1.8486e-04 1.0939e-04 1.8486e-04 2.6059e-01 0.0000e+00
466 5.0000e-04 0.0000e+00 1.8442e-04 1.3982e-04 1.8442e-04 2.6063e-01 0.0000e+00
467 0.0000e+00 0.0000e+00 1.8417e-04 1.2899e-04 1.8417e-04 2.6069e-01 0.0000e+00
468 0.0000e+00 0.0000e+00 1.8385e-04 1.1900e-04 1.8385e-04 2.6075e-01 0.0000e+00
469 5.0000e-04 0.0000e+00 1.8348e-04 1.4864e-04 1.8348e-04 2.6078e-01 0.0000e+00
470 0.0000e+00 0.0000e+00 1.8328e-04 1.3710e-04 1.8328e-04 2.6083e-01 0.0000e+00
471 0.0000e+00 0.0000e+00 1.8301e-04 1.2647e-04 1.8301e-04 2.6089e-01 0.0000e+00
472 5.0000e-04 0.0000e+00 1.8269e-04 1.5550e-04 1.8269e-04 2.6091e-01 0.0000e+00
473 5.0000e-04 0.0000e+00 1.8254e-04 1.8225e-04 1.8254e-04 2.6092e-01 0.0000e+00
474 0.0000e+00 0.0000e+00 1.8253e-04 1.6809e-04 1.8253e-04 2.6093e-01 0.0000e+00
475 0.0000e+00 0.0000e+00 1.8245e-04 1.5503e-04 1.8245e-04 2.6096e-01 0.0000e+00
476 0.0000e+00 0.0000e+00 1.8230e-04 1.4300e-04 1.8230e-04 2.6100e-01 0.0000e+00
477 0.0000e+00 9.2000e-06 1.8207e-04 1.3190e-04 1.8207e-04 2.6105e-01 0.0000e+00
478 0.0000e+00 1.7800e-05 1.8179e-04 1.2168e-04 1.8179e-04 2.6111e-01 0.0000e+00
479 0.0000e+00 2.5200e-05 1.8145e-04 1.1225e-04 1.8145e-04 2.6118e-01 0.0000e+00
480 0.0000e+00 3.0900e-05 1.8105e-04 1.0357e-04 1.8105e-04 2.6125e-01 0.0000e+00
481 0.0000e+00 3.4200e-05 1.8062e-04 9.5559e-05 1.8062e-04 2.6134e-01 0.0000e+00
482 5.0000e-04 3.5700e-05 1.8014e-04 1.1785e-04 1.8014e-04 2.6140e-01 0.0000e+00
483 2.5000e-03 3.4200e-05 1.7979e-04 2.9970e-04 1.7979e-04 2.6128e-01 0.0000e+00
484 1.0000e-03 3.0900e-05 1.8046e-04 3.5133e-04 1.8046e-04 2.6111e-01 0.0000e+00
485 0.0000e+00 2.5200e-05 1.8143e-04 3.2412e-04 1.8143e-04 2.6097e-01 0.0000e+00
486 1.0000e-03 1.7800e-05 1.8224e-04 3.7226e-04 1.8224e-04 2.6078e-01 0.0000e+00
487 0.0000e+00 8.6000e-06 1.8332e-04 3.4343e-04 1.8332e-04 2.6062e-01 0.0000e+00
488 0.0000e+00 0.0000e+00 1.8424e-04 3.1681e-04 1.8424e-04 2.6048e-01 0.0000e+00
489 0.0000e+00 0.0000e+00 1.8501e-04 2.9223e-04 1.8501e-04 2.6038e-01 0.0000e+00
490 0.0000e+00 0.0000e+00 1.8563e-04 2.6954e-04 1.8563e-04 2.6029e-01 0.0000e+00
491 0.0000e+00 0.0000e+00 1.8612e-04 2.4860e-04 1.8612e-04 2.6023e-01 0.0000e+00
492 0.0000e+00 0.0000e+00 1.8648e-04 2.2929e-04 1.8648e-04 2.6019e-01 0.0000e+00
493 0.0000e+00 0.0000e+00 1.8673e-04 2.1148e-04 1.8673e-04 2.6016e-01 0.0000e+00
494 0.0000e+00 0.0000e+00 1.8687e-04 1.9505e-04 1.8687e-04 2.6015e-01 0.0000e+00
495 0.0000e+00 0.0000e+00 1.8692e-04 1.7990e-04 1.8692e-04 2.6016e-01 0.0000e+00
496 0.0000e+00 0.0000e+00 1.8688e-04 1.6593e-04 1.8688e-04 2.6018e-01 0.0000e+00
497 0.0000e+00 0.0000e+00 1.8676e-04 1.5305e-04 1.8676e-04 2.6022e-01 0.0000e+00
498 0.0000e+00 0.0000e+00 1.8656e-04 1.4118e-04 1.8656e-04 2.6026e-01 0.0000e+00
499 0.0000e+00 0.0000e+00 1.8630e-04 1.3024e-04 1.8630e-04 2.6032e-01 0.0000e+00
500 0.0000e+00 0.0000e+00 1.8597e-04 1.2015e-04 1.8597e-04 2.6038e-01 0.0000e+00
501 0.0000e+00 6.3800e-05 1.8559e-04 1.1085e-04 1.8559e-04 2.6046e-01 0.0000e+00
502 0.0000e+00 1.2310e-04 1.8516e-04 1.0228e-04 1.8516e-04 2.6054e-01 0.0000e+00
503 0.0000e+00 1.7420e-04 1.8468e-04 9.4385e-05 1.8468e-04 2.6063e-01 0.0000e+00
504 0.0000e+00 2.1330e-04 1.8416e-04 8.7103e-05 1.8416e-04 2.6073e-01 0.0000e+00
505 0.0000e+00 2.3600e-04 1.8360e-04 8.0390e-05 1.8360e-04 2.6083e-01 0.0000e+00
506 0.0000e+00 2.4640e-04 1.8301e-04 7.4202e-05 1.8301e-04 2.6094e-01 0.0000e+00
507 0.0000e+00 2.3600e-04 1.8239e-04 6.8497e-05 1.8239e-04 2.6105e-01 0.0000e+00
508 0.0000e+00 2.1330e-04 1.8174e-04 6.3237e-05 1.8174e-04 2.6117e-01 0.0000e+00
509 0.0000e+00 1.7420e-04 1.8107e-04 5.8387e-05 1.8107e-04 2.6130e-01 0.0000e+00
510 0.0000e+00 1.2310e-04 1.8037e-04 5.3915e-05 1.8037e-04 2.6142e-01 0.0000e+00
511 0.0000e+00 5.9600e-05 1.7966e-04 4.9792e-05 1.7966e-04 2.6155e-01 0.0000e+00
512 0.0000e+00 0.0000e+00 1.7894e-04 4.5989e-05 1.7894e-04 2.6169e-01 0.0000e+00
513 0.0000e+00 0.0000e+00 1.7819e-04 4.2481e-05 1.7819e-04 2.6182e-01 0.0000e+00
514 0.0000e+00 0.0000e+00 1.7744e-04 3.9245e-05 1.7744e-04 2.6196e-01 0.0000e+00
515 0.0000e+00 0.0000e+00 1.7667e-04 3.6260e-05 1.7667e-04 2.6210e-01 0.0000e+00
516 0.0000e+00 0.0000e+00 1.7590e-04 3.3507e-05 1.7590e-04 2.6224e-01 0.0000e+00
517 0.0000e+00 0.0000e+00 1.7512e-04 3.0966e-05 1.7512e-04 2.6239e-01 0.0000e+00
518 0.0000e+00 0.0000e+00 1.7433e-04 2.8621e-05 1.7433e-04 2.6253e-01 0.0000e+00
519 0.0000e+00 0.0000e+00 1.7354e-04 2.6457e-05 1.7354e-04 2.6268e-01 0.0000e+00
520 0.0000e+00 0.0000e+00 1.7275e-04 2.4460e-05 1.7275e-04 2.6283e-01 0.0000e+00
521 0.0000e+00 0.0000e+00 1.7195e-04 2.2616e-05 1.7195e-04 2.6298e-01 0.0000e+00
522 0.0000e+00 0.0000e+00 1.7115e-04 2.0914e-05 1.7115e-04 2.6313e-01 0.0000e+00
523 0.0000e+00 0.0000e+00 1.7034e-04 1.9342e-05 1.7034e-04 2.6328e-01 0.0000e+00
524 0.0000e+00 0.0000e+00 1.6954e-04 1.7891e-05 1.6954e-04 2.6343e-01 0.0000e+00
525 0.0000e+00 4.1700e-05 1.6874e-04 1.6551e-05 1.6874e-04 2.6358e-01 0.0000e+00
526 0.0000e+00 8.0400e-05 1.6794e-04 1.5313e-05 1.6794e-04 2.6373e-01 0.0000e+00
527 0.0000e+00 1.1380e-04 1.6714e-04 1.4169e-05 1.6714e-04 2.6389e-01 0.0000e+00
528 0.0000e+00 1.3930e-04 1.6634e-04 1.3112e-05 1.6634e-04 2.6404e-01 0.0000e+00
529 0.0000e+00 1.5420e-04 1.6555e-04 1.2136e-05 1.6555e-04 2.6419e-01 0.0000e+00
530 0.0000e+00 1.6090e-04 1.6476e-04 1.1234e-05 1.6476e-04 2.6435e-01 0.0000e+00
531 0.0000e+00 1.5420e-04 1.6397e-04 1.0400e-05 1.6397e-04 2.6450e-01 0.0000e+00
532 0.0000e+00 1.3930e-04 1.6318e-04 9.6291e-06 1.6318e-04 2.6465e-01 0.0000e+00
533 0.0000e+00 1.1380e-04 1.6240e-04 8.9165e-06 1.6240e-04 2.6481e-01 0.0000e+00
534 0.0000e+00 8.0400e-05 1.6163e-04 8.2577e-06 1.6163e-04 2.6496e-01 0.0000e+00
535 0.0000e+00 3.8900e-05 1.6085e-04 7.6485e-06 1.6085e-04 2.6511e-01 0.0000e+00
536 0.0000e+00 0.0000e+00 1.6008e-04 7.0851e-06 1.6008e-04 2.6527e-01 0.0000e+00
537 0.0000e+00 0.0000e+00 1.5932e-04 6.5640e-06 1.5932e-04 2.6542e-01 0.0000e+00
538 0.0000e+00 0.0000e+00 1.5856e-04 6.0820e-06 1.5856e-04 2.6557e-01 0.0000e+00
539 0.0000e+00 0.0000e+00 1.5781e-04 5.6360e-06 1.5781e-04 2.6572e-01 0.0000e+00
540 0.0000e+00 0.0000e+00 1.5706e-04 5.2234e-06 1.5706e-04 2.6588e-01 0.0000e+00
541 0.0000e+00 0.0000e+00 1.5632e-04 4.8415e-06 1.5632e-04 2.6603e-01 0.0000e+00
542 0.0000e+00 0.0000e+00 1.5558e-04 4.4881e-06 1.5558e-04 2.6618e-01 0.0000e+00
543 0.0000e+00 0.0000e+00 1.5485e-04 4.1610e-06 1.5485e-04 2.6633e-01 0.0000e+00
544 0.0000e+00 0.0000e+00 1.5412e-04 3.8582e-06 1.5412e-04 2.6648e-01 0.0000e+00
545 0.0000e+00 0.0000e+00 1.5340e-04 3.5778e-06 1.5340e-04 2.6663e-01 0.0000e+00
546 0.0000e+00 0.0000e+00 1.5268e-04 3.3182e-06 1.5268e-04 2.6678e-01 0.0000e+00
547 0.0000e+00 0.0000e+00 1.5197e-04 3.0778e-06 1.5197e-04 2.6693e-01 0.0000e+00
548 0.0000e+00 0.0000e+00 1.5126e-04 2.8551e-06 1.5126e-04 2.6708e-01 0.0000e+00
549 0.0000e+00 2.0700e-05 1.5056e-04 2.6488e-06 1.5056e-04 2.6722e-01 0.0000e+00
550 0.0000e+00 4.0000e-05 1.4987e-04 2.4578e-06 1.4987e-04 2.6737e-01 0.0000e+00
551 0.0000e+00 5.6600e-05 1.4918e-04 2.2807e-06 1.4918e-04 2.6752e-01 0.0000e+00
552 1.0000e-03 6.9300e-05 1.4850e-04 2.1167e-06 1.4850e-04 2.6767e-01 0.0000e+00
553 1.0000e-03 7.6600e-05 1.4782e-04 1.9646e-06 1.4782e-04 2.6781e-01 0.0000e+00
554 2.0000e-03 8.0000e-05 1.4715e-04 5.7167e-05 1.4715e-04 2.6790e-01 0.0000e+00
555 1.5000e-03 7.6600e-05 1.4673e-04 1.6009e-04 1.4673e-04 2.6789e-01 0.0000e+00
556 0.0000e+00 6.9300e-05 1.4679e-04 1.4787e-04 1.4679e-04 2.6789e-01 0.0000e+00
557 5.0000e-04 5.6600e-05 1.4680e-04 1.6335e-04 1.4680e-04 2.6787e-01 0.0000e+00
558 0.0000e+00 4.0000e-05 1.4688e-04 1.5090e-04 1.4688e-04 2.6787e-01 0.0000e+00
559 0.0000e+00 1.9400e-05 1.4689e-04 1.3940e-04 1.4689e-04 2.6787e-01 0.0000e+00
560 0.0000e+00 0.0000e+00 1.4686e-04 1.2878e-04 1.4686e-04 2.6789e-01 0.0000e+00
561 0.0000e+00 0.0000e+00 1.4678e-04 1.1897e-04 1.4678e-04 2.6792e-01 0.0000e+00
562 0.0000e+00 0.0000e+00 1.4665e-04 1.0992e-04 1.4665e-04 2.6796e-01 0.0000e+00
563 0.0000e+00 0.0000e+00 1.4648e-04 1.0156e-04 1.4648e-04 2.6800e-01 0.0000e+00
564 0.0000e+00 0.0000e+00 1.4628e-04 9.3844e-05 1.4628e-04 2.6805e-01 0.0000e+00
565 5.0000e-04 0.0000e+00 1.4604e-04 1.1573e-04 1.4604e-04 2.6808e-01 0.0000e+00
566 0.0000e+00 0.0000e+00 1.4590e-04 1.0694e-04 1.4590e-04 2.6812e-01 0.0000e+00
567 0.0000e+00 0.0000e+00 1.4572e-04 9.8822e-05 1.4572e-04 2.6817e-01 0.0000e+00
568 0.0000e+00 0.0000e+00 1.4551e-04 9.1328e-05 1.4551e-04 2.6822e-01 0.0000e+00
569 0.0000e+00 0.0000e+00 1.4526e-04 8.4407e-05 1.4526e-04 2.6828e-01 0.0000e+00
570 0.0000e+00 0.0000e+00 1.4498e-04 7.8017e-05 1.4498e-04 2.6835e-01 0.0000e+00
571 0.0000e+00 0.0000e+00 1.4468e-04 7.2116e-05 1.4468e-04 2.6842e-01 0.0000e+00
572 0.0000e+00 0.0000e+00 1.4435e-04 6.6667e-05 1.4435e-04 2.6850e-01 0.0000e+00
573 3.0000e-03 3.0500e-05 1.4400e-04 2.8783e-04 1.4400e-04 2.6836e-01 0.0000e+00
574 1.0000e-03 5.8900e-05 1.4465e-04 3.3922e-04 1.4465e-04 2.6816e-01 0.0000e+00
575 2.5000e-03 8.3300e-05 1.4553e-04 4.9793e-04 1.4553e-04 2.6781e-01 0.0000e+00
576 3.5000e-03 1.0200e-04 1.4715e-04 7.1889e-04 1.4715e-04 2.6724e-01 0.0000e+00
577 1.5000e-03 1.1290e-04 1.4980e-04 7.7138e-04 1.4980e-04 2.6662e-01 0.0000e+00
578 0.0000e+00 1.1780e-04 1.5274e-04 7.1409e-04 1.5274e-04 2.6606e-01 0.0000e+00
579 0.0000e+00 1.1290e-04 1.5544e-04 6.6083e-04 1.5544e-04 2.6555e-01 0.0000e+00
580 0.0000e+00 1.0200e-04 1.5791e-04 6.1135e-04 1.5791e-04 2.6510e-01 0.0000e+00
581 0.0000e+00 8.3300e-05 1.6017e-04 5.6542e-04 1.6017e-04 2.6469e-01 0.0000e+00
582 0.0000e+00 5.8900e-05 1.6221e-04 5.2281e-04 1.6221e-04 2.6433e-01 0.0000e+00
583 0.0000e+00 2.8500e-05 1.6405e-04 4.8331e-04 1.6405e-04 2.6401e-01 0.0000e+00
584 0.0000e+00 0.0000e+00 1.6569e-04 4.4670e-04 1.6569e-04 2.6373e-01 0.0000e+00
585 0.0000e+00 0.0000e+00 1.6715e-04 4.1280e-04 1.6715e-04 2.6349e-01 0.0000e+00
586 0.0000e+00 0.0000e+00 1.6844e-04 3.8142e-04 1.6844e-04 2.6327e-01 0.0000e+00
587 0.0000e+00 0.0000e+00 1.6957e-04 3.5238e-04 1.6957e-04 2.6309e-01 0.0000e+00
588 0.0000e+00 0.0000e+00 1.7054e-04 3.2552e-04 1.7054e-04 2.6294e-01 0.0000e+00
589 5.0000e-04 0.0000e+00 1.7137e-04 3.0069e-04 1.7137e-04 2.6281e-01 0.0000e+00
590 0.0000e+00 0.0000e+00 1.7206e-04 2.7773e-04 1.7206e-04 2.6270e-01 0.0000e+00
591 0.0000e+00 0.0000e+00 1.7263e-04 2.5651e-04 1.7263e-04 2.6262e-01 0.0000e+00
592 5.0000e-04 0.0000e+00 1.7308e-04 2.6675e-04 1.7308e-04 2.6252e-01 0.0000e+00
593 0.0000e+00 0.0000e+00 1.7359e-04 2.4634e-04 1.7359e-04 2.6245e-01 0.0000e+00
594 1.0000e-03 0.0000e+00 1.7399e-04 3.0467e-04 1.7399e-04 2.6232e-01 0.0000e+00
595 0.0000e+00 0.0000e+00 1.7470e-04 2.8133e-04 1.7470e-04 2.6221e-01 0.0000e+00
596 0.0000e+00 0.0000e+00 1.7528e-04 2.5976e-04 1.7528e-04 2.6213e-01 0.0000e+00
597 0.0000e+00 6.2600e-05 1.7574e-04 2.3984e-04 1.7574e-04 2.6206e-01 0.0000e+00
598 0.0000e+00 1.2080e-04 1.7610e-04 2.2144e-04 1.7610e-04 2.6202e-01 0.0000e+00
599 0.0000e+00 1.7090e-04 1.7635e-04 2.0445e-04 1.7635e-04 2.6199e-01 0.0000e+00
600 0.0000e+00 2.0930e-04 1.7650e-04 1.8877e-04 1.7650e-04 2.6198e-01 0.0000e+00
601 0.0000e+00 2.3150e-04 1.7657e-04 1.7429e-04 1.7657e-04 2.6198e-01 0.0000e+00
602 0.0000e+00 2.4180e-04 1.7656e-04 1.6093e-04 1.7656e-04 2.6200e-01 0.0000e+00
603 0.0000e+00 2.3150e-04 1.7647e-04 1.4860e-04 1.7647e-04 2.6202e-01 0.0000e+00
604 0.0000e+00 2.0930e-04 1.7632e-04 1.3722e-04 1.7632e-04 2.6206e-01 0.0000e+00
605 0.0000e+00 1.7090e-04 1.7610e-04 1.2671e-04 1.7610e-04 2.6211e-01 0.0000e+00
606 0.0000e+00 1.2080e-04 1.7583e-04 1.1702e-04 1.7583e-04 2.6217e-01 0.0000e+00
607 0.0000e+00 5.8500e-05 1.7551e-04 1.0808e-04 1.7551e-04 2.6224e-01 0.0000e+00
608 0.0000e+00 0.0000e+00 1.7514e-04 9.9825e-05 1.7514e-04 2.6231e-01 0.0000e+00
609 0.0000e+00 0.0000e+00 1.7473e-04 9.2210e-05 1.7473e-04 2.6240e-01 0.0000e+00
610 0.0000e+00 0.0000e+00 1.7428e-04 8.5182e-05 1.7428e-04 2.6249e-01 0.0000e+00
611 0.0000e+00 0.0000e+00 1.7379e-04 7.8697e-05 1.7379e-04 2.6258e-01 0.0000e+00
612 0.0000e+00 0.0000e+00 1.7327e-04 7.2713e-05 1.7327e-04 2.6268e-01 0.0000e+00
613 0.0000e+00 0.0000e+00 1.7273e-04 6.7190e-05 1.7273e-04 2.6279e-01 0.0000e+00
614 0.0000e+00 0.0000e+00 1.7216e-04 6.2092e-05 1.7216e-04 2.6290e-01 0.0000e+00
615 0.0000e+00 0.0000e+00 1.7157e-04 5.7387e-05 1.7157e-04 2.6301e-01 0.0000e+00
616 0.0000e+00 0.0000e+00 1.7096e-04 5.3044e-05 1.7096e-04 2.6313e-01 0.0000e+00
617 0.0000e+00 0.0000e+00 1.7033e-04 4.9034e-05 1.7033e-04 2.6325e-01 0.0000e+00
618 0.0000e+00 0.0000e+00 1.6969e-04 4.5333e-05 1.6969e-04 2.6337e-01 0.0000e+00
619 0.0000e+00 0.0000e+00 1.6903e-04 4.1915e-05 1.6903e-04 2.6350e-01 0.0000e+00
620 0.0000e+00 0.0000e+00 1.6836e-04 3.8760e-05 1.6836e-04 2.6363e-01 0.0000e+00
621 0.0000e+00 1.4200e-05 1.6768e-04 3.5846e-05 1.6768e-04 2.6376e-01 0.0000e+00
622 0.0000e+00 2.7500e-05 1.6699e-04 3.3155e-05 1.6699e-04 2.6390e-01 0.0000e+00
623 0.0000e+00 3.8900e-05 1.6629e-04 3.0669e-05 1.6629e-04 2.6403e-01 0.0000e+00
624 1.0000e-03 4.7600e-05 1.6559e-04 2.8373e-05 1.6559e-04 2.6417e-01 0.0000e+00
625 1.0000e-03 5.2700e-05 1.6488e-04 3.2179e-05 1.6488e-04 2.6430e-01 0.0000e+00
626 3.0000e-03 5.5000e-05 1.6420e-04 2.5559e-04 1.6420e-04 2.6421e-01 0.0000e+00
627 2.0000e-03 5.2700e-05 1.6467e-04 3.8502e-04 1.6467e-04 2.6399e-01 0.0000e+00
628 1.5000e-03 4.7600e-05 1.6581e-04 4.6657e-04 1.6581e-04 2.6369e-01 0.0000e+00
629 3.5000e-03 3.8900e-05 1.6737e-04 6.9612e-04 1.6737e-04 2.6316e-01 0.0000e+00
630 4.0000e-03 2.7500e-05 1.7016e-04 9.4831e-04 1.7016e-04 2.6238e-01 0.0000e+00
631 5.0000e-03 1.3300e-05 1.7435e-04 1.2611e-03 1.7435e-04 2.6130e-01 0.0000e+00
632 0.0000e+00 0.0000e+00 1.8037e-04 1.1677e-03 1.8037e-04 2.6031e-01 0.0000e+00
633 0.0000e+00 0.0000e+00 1.8602e-04 1.0805e-03 1.8602e-04 2.5941e-01 0.0000e+00
634 1.0000e-03 0.0000e+00 1.9130e-04 1.0763e-03 1.9130e-04 2.5853e-01 0.0000e+00
635 2.5000e-03 0.0000e+00 1.9666e-04 1.1910e-03 1.9666e-04 2.5754e-01 0.0000e+00
636 3.5000e-03 0.0000e+00 2.0287e-04 1.3767e-03 2.0287e-04 2.5636e-01 0.0000e+00
637 3.0000e-03 0.0000e+00 2.1045e-04 1.5106e-03 2.1045e-04 2.5506e-01 0.0000e+00
638 0.0000e+00 0.0000e+00 2.1917e-04 1.3975e-03 2.1917e-04 2.5388e-01 0.0000e+00
639 5.0000e-04 0.0000e+00 2.2739e-04 1.3317e-03 2.2739e-04 2.5278e-01 0.0000e+00
640 0.0000e+00 0.0000e+00 2.3538e-04 1.2301e-03 2.3538e-04 2.5178e-01 0.0000e+00
641 5.0000e-04 0.0000e+00 2.4281e-04 1.1758e-03 2.4281e-04 2.5085e-01 0.0000e+00
642 0.0000e+00 0.0000e+00 2.4999e-04 1.0848e-03 2.4999e-04 2.5002e-01 0.0000e+00
643 5.0000e-04 0.0000e+00 2.5660e-04 1.0408e-03 2.5660e-04 2.4923e-01 0.0000e+00
644 0.0000e+00 0.0000e+00 2.6297e-04 9.5921e-04 2.6297e-04 2.4854e-01 0.0000e+00
645 0.0000e+00 1.6900e-05 2.6875e-04 8.8357e-04 2.6875e-04 2.4792e-01 0.0000e+00
646 0.0000e+00 3.2600e-05 2.7396e-04 8.1350e-04 2.7396e-04 2.4738e-01 0.0000e+00
647 0.0000e+00 4.6100e-05 2.7862e-04 7.4867e-04 2.7862e-04 2.4691e-01 0.0000e+00
648 0.0000e+00 5.6400e-05 2.8275e-04 6.8875e-04 2.8275e-04 2.4651e-01 0.0000e+00
649 0.0000e+00 6.2400e-05 2.8636e-04 6.3343e-04 2.8636e-04 2.4616e-01 0.0000e+00
650 0.0000e+00 6.5200e-05 2.8948e-04 5.8238e-04 2.8948e-04 2.4587e-01 0.0000e+00
651 0.0000e+00 6.2400e-05 2.9214e-04 5.3532e-04 2.9214e-04 2.4562e-01 0.0000e+00
652 0.0000e+00 5.6400e-05 2.9437e-04 4.9196e-04 2.9437e-04 2.4542e-01 0.0000e+00
653 0.0000e+00 4.6100e-05 2.9619e-04 4.5205e-04 2.9619e-04 2.4527e-01 0.0000e+00
654 0.0000e+00 3.2600e-05 2.9764e-04 4.1531e-04 2.9764e-04 2.4515e-01 0.0000e+00
655 0.0000e+00 1.5800e-05 2.9874e-04 3.8153e-04 2.9874e-04 2.4507e-01 0.0000e+00
656 0.0000e+00 0.0000e+00 2.9951e-04 3.5046e-04 2.9951e-04 2.4502e-01 0.0000e+00
657 0.0000e+00 0.0000e+00 2.9999e-04 3.2191e-04 2.9999e-04 2.4500e-01 0.0000e+00
658 0.0000e+00 0.0000e+00 3.0019e-04 2.9568e-04 3.0019e-04 2.4500e-01 0.0000e+00
659 0.0000e+00 0.0000e+00 3.0015e-04 2.7159e-04 3.0015e-04 2.4503e-01 0.0000e+00
660 0.0000e+00 0.0000e+00 2.9988e-04 2.4946e-04 2.9988e-04 2.4508e-01 0.0000e+00
661 0.0000e+00 0.0000e+00 2.9941e-04 2.2915e-04 2.9941e-04 2.4515e-01 0.0000e+00
662 0.0000e+00 0.0000e+00 2.9875e-04 2.1049e-04 2.9875e-04 2.4524e-01 0.0000e+00
663 0.0000e+00 0.0000e+00 2.9793e-04 1.9337e-04 2.9793e-04 2.4534e-01 0.0000e+00
664 0.0000e+00 0.0000e+00 2.9696e-04 1.7766e-04 2.9696e-04 2.4546e-01 0.0000e+00
665 0.0000e+00 0.0000e+00 2.9585e-04 1.6324e-04 2.9585e-04 2.4559e-01 0.0000e+00
666 5.0000e-04 0.0000e+00 2.9463e-04 1.5077e-04 2.9463e-04 2.4574e-01 0.0000e+00
667 0.0000e+00 0.0000e+00 2.9331e-04 1.3856e-04 2.9331e-04 2.4589e-01 0.0000e+00
668 5.0000e-04 0.0000e+00 2.9189e-04 1.6861e-04 2.9189e-04 2.4602e-01 0.0000e+00
669 5.0000e-04 1.5300e-05 2.9077e-04 1.9611e-04 2.9077e-04 2.4611e-01 0.0000e+00
670 0.0000e+00 2.9500e-05 2.8991e-04 1.8006e-04 2.8991e-04 2.4622e-01 0.0000e+00
671 1.0000e-03 4.1700e-05 2.8892e-04 2.4406e-04 2.8892e-04 2.4627e-01 0.0000e+00
672 0.0000e+00 5.1100e-05 2.8851e-04 2.2401e-04 2.8851e-04 2.4633e-01 0.0000e+00
673 0.0000e+00 5.6500e-05 2.8793e-04 2.0562e-04 2.8793e-04 2.4641e-01 0.0000e+00
674 0.0000e+00 5.9000e-05 2.8719e-04 1.8875e-04 2.8719e-04 2.4651e-01 0.0000e+00
675 5.0000e-04 5.6500e-05 2.8631e-04 1.9732e-04 2.8631e-04 2.4660e-01 0.0000e+00
676 5.0000e-04 5.1100e-05 2.8552e-04 2.1763e-04 2.8552e-04 2.4667e-01 0.0000e+00
677 0.0000e+00 4.1700e-05 2.8491e-04 1.9975e-04 2.8491e-04 2.4675e-01 0.0000e+00
678 0.0000e+00 2.9500e-05 2.8415e-04 1.8336e-04 2.8415e-04 2.4685e-01 0.0000e+00
679 1.0000e-03 1.4300e-05 2.8326e-04 2.4047e-04 2.8326e-04 2.4690e-01 0.0000e+00
680 1.0000e-03 0.0000e+00 2.8288e-04 3.0171e-04 2.8288e-04 2.4688e-01 0.0000e+00
681 0.0000e+00 0.0000e+00 2.8305e-04 2.7689e-04 2.8305e-04 2.4688e-01 0.0000e+00
682 0.0000e+00 0.0000e+00 2.8299e-04 2.5412e-04 2.8299e-04 2.4691e-01 0.0000e+00
683 0.0000e+00 0.0000e+00 2.8274e-04 2.3323e-04 2.8274e-04 2.4696e-01 0.0000e+00
684 0.0000e+00 0.0000e+00 2.8230e-04 2.1407e-04 2.8230e-04 2.4703e-01 0.0000e+00
685 0.0000e+00 0.0000e+00 2.8170e-04 1.9649e-04 2.8170e-04 2.4712e-01 0.0000e+00
686 0.0000e+00 0.0000e+00 2.8095e-04 1.8037e-04 2.8095e-04 2.4722e-01 0.0000e+00
687 0.0000e+00 0.0000e+00 2.8007e-04 1.6558e-04 2.8007e-04 2.4733e-01 0.0000e+00
688 0.0000e+00 0.0000e+00 2.7907e-04 1.5202e-04 2.7907e-04 2.4746e-01 0.0000e+00
689 0.0000e+00 0.0000e+00 2.7796e-04 1.3959e-04 2.7796e-04 2.4760e-01 0.0000e+00
690 0.0000e+00 0.0000e+00 2.7676e-04 1.2819e-04 2.7676e-04 2.4774e-01 0.0000e+00
691 0.0000e+00 0.0000e+00 2.7548e-04 1.1773e-04 2.7548e-04 2.4790e-01 0.0000e+00
692 0.0000e+00 0.0000e+00 2.7413e-04 1.0814e-04 2.7413e-04 2.4807e-01 0.0000e+00
693 0.0000e+00 5.6100e-05 2.7271e-04 9.9349e-05 2.7271e-04 2.4824e-01 0.0000e+00
